GENE_SYMBOL,Log_FoldChange,absLogFC,logCPM,PValue,FDR_adjusted_P.value
PERM1,0.608,0.608,0.367,0.013274718,0.033786915
NRGN,0.608,0.608,0.138,0.015926193,0.039407252
GTF2H2,-0.608,0.608,1.169,0.080765728,0.149304081
FAM225B,0.608,0.608,-2.928,0.3867352,0.510814566
ILF3-AS1,0.607,0.607,2.323,1.56797E-05,0.000105652
TATDN2,0.607,0.607,2.425,0.000193571,0.000942583
PPCS,-0.607,0.607,4.631,0.000630236,0.002598108
WRB,-0.607,0.607,4.161,0.000722509,0.002910222
NME3,-0.607,0.607,3.505,0.000763807,0.003049803
ZKSCAN7,-0.607,0.607,0.171,0.020597969,0.048794552
PCLO,0.607,0.607,1.316,0.0355692,0.076777587
LINC01743,0.607,0.607,-2.273,0.219905827,0.330534741
TRIL,-0.607,0.607,-3.336,0.582241763,0.692861845
CCT3,-0.606,0.606,9.056,1.55771E-06,1.36753E-05
ARAP1,-0.606,0.606,6.062,8.85253E-05,0.000477829
DHFR,-0.606,0.606,4.566,0.002024355,0.006979122
RPS6KL1,0.606,0.606,2.05,0.002428167,0.008112647
HSD17B8,-0.606,0.606,1.284,0.004879509,0.014569219
CCDC144B,0.606,0.606,2.242,0.006686098,0.018975585
GFAP,0.606,0.606,-0.967,0.06480755,0.125120402
MDH1B,-0.606,0.606,-1.012,0.074817023,0.140360987
LINC02389,0.606,0.606,-3.582,0.659194976,0.758860344
MTCYBP40,0.606,0.606,-3.56,0.663442714,0.762462497
PRKAR2B,-0.606,0.606,-1.897,0.719968135,0.807070941
NAT9,-0.605,0.605,4.675,2.73715E-07,2.89304E-06
ZBTB47,-0.605,0.605,3.496,2.50708E-06,2.07619E-05
ACBD6,-0.605,0.605,5.304,2.14694E-05,0.000139532
SRGAP2,0.605,0.605,4.961,3.75688E-05,0.000227089
ZC3H14,-0.605,0.605,5.572,5.08642E-05,0.000296076
DSTN,-0.605,0.605,8.252,0.00041712,0.001825265
LRRC75B,-0.605,0.605,2.702,0.001868625,0.006511094
TNS4,0.605,0.605,7.511,0.004755183,0.014259467
RAB26,0.605,0.605,2.352,0.00731265,0.020419133
SNORA84,0.605,0.605,0.084,0.024138394,0.055655638
LINC00571,0.605,0.605,-1.037,0.026745697,0.060749815
ATP10B,0.605,0.605,0.671,0.037402904,0.080097698
GBA3,-0.605,0.605,-3.381,0.644036996,0.74557003
PGM3,-0.604,0.604,5.846,0.000104501,0.000551615
TUBGCP5,-0.604,0.604,4.345,0.000434442,0.001886615
NFIX,0.604,0.604,3.678,0.001019857,0.003899801
DYRK1B,-0.604,0.604,2.433,0.011151197,0.0291541
RPS2P32,0.604,0.604,-0.699,0.027426272,0.062109515
PQLC2,-0.603,0.603,3.205,4.01495E-06,3.18534E-05
GEMIN8,-0.603,0.603,3.039,1.13396E-05,7.94546E-05
PRRC2C,0.603,0.603,5.99,5.03528E-05,0.000293403
ZFAND5,-0.603,0.603,5.78,8.92259E-05,0.000481148
SOCS2-AS1,0.603,0.603,0.243,0.002537432,0.008416447
ATP6V1C2,0.603,0.603,0.778,0.004898374,0.014619723
RPL13AP5,-0.603,0.603,0.055,0.050922816,0.103045972
NKX3-2,0.603,0.603,-2.349,0.161876175,0.259842915
MICA,-0.603,0.603,-1.484,0.338148266,0.461115
LINC01395,-0.603,0.603,-3.672,0.5990539,0.707106813
MIR455,0.603,0.603,-3.719,0.720327852,0.807309718
ZNF185,-0.602,0.602,7.573,1.59322E-05,0.000107161
CLTA,-0.602,0.602,7.192,2.60258E-05,0.000164569
TFIP11,-0.602,0.602,5.715,5.69792E-05,0.000326101
CAMK1,-0.602,0.602,1.872,0.000749641,0.003002838
PNPLA2,0.602,0.602,3.326,0.001065716,0.004055522
SCARNA21,0.602,0.602,5.035,0.00328382,0.010470074
SOX2,-0.602,0.602,1.884,0.014163891,0.035666619
LOC100420587,0.602,0.602,-3.331,0.356239684,0.479591965
CD300LG,0.602,0.602,-1.202,0.37998056,0.50404121
SPR,-0.601,0.601,4.413,5.23428E-06,4.03081E-05
CUEDC2,-0.601,0.601,5.528,2.2919E-05,0.000147791
MAPKAPK5-AS1,-0.601,0.601,2.709,4.00653E-05,0.000240404
FAM83F,-0.601,0.601,6.098,0.000137533,0.000700654
SMARCA1,-0.601,0.601,5.295,0.00091497,0.003556776
DDX50,-0.601,0.601,4.929,0.001258826,0.004662197
RIPOR1,0.601,0.601,3.596,0.005918088,0.017155249
PLCH2,-0.601,0.601,4.611,0.010507102,0.02768577
SLC7A4,-0.601,0.601,0.13,0.04092744,0.086300168
RAET1E-AS1,0.601,0.601,-1.161,0.130357916,0.218839397
SIRPG-AS1,0.601,0.601,-2.545,0.218010896,0.328211683
SPECC1L-ADORA2A,0.601,0.601,-2.36,0.435493609,0.558667783
ATP5G3,-0.6,0.6,7.627,1.20341E-06,1.08922E-05
KIF4A,-0.6,0.6,4.454,1.99429E-06,1.70294E-05
MAPK6,-0.6,0.6,6.961,0.000156479,0.000783685
37864,-0.6,0.6,6.232,0.005094166,0.015121392
HPF1,-0.6,0.6,2.915,0.00706863,0.019893346
DDX11-AS1,-0.6,0.6,-0.587,0.043417394,0.090638949
KLHDC1,-0.6,0.6,-0.594,0.048455736,0.099042748
TFR2,0.6,0.6,-1.171,0.068506688,0.130888128
PPIL6,-0.6,0.6,0,0.113537549,0.19605131
PROC,-0.6,0.6,-0.348,0.153664268,0.249348296
SEZ6,0.6,0.6,-1.769,0.191501158,0.296805682
MYRIP,0.6,0.6,-2.994,0.386072256,0.510166099
TTC9,0.599,0.599,3.347,6.54187E-08,7.86081E-07
SUCLG1,-0.599,0.599,6.075,1.49647E-06,1.32303E-05
KIF22,-0.599,0.599,5.701,1.71397E-05,0.00011445
CAPG,-0.599,0.599,7.989,2.01047E-05,0.000131566
NCOA6,0.599,0.599,3.594,9.79989E-05,0.000521332
COPB1,-0.599,0.599,7.579,0.000500626,0.002130975
PQLC3,-0.599,0.599,3.414,0.000506145,0.002149991
MDFIC,-0.599,0.599,3.21,0.003595213,0.011311167
IGF2BP2-AS1,0.599,0.599,1.277,0.007282797,0.020358523
WWTR1-AS1,0.599,0.599,-0.757,0.036565047,0.078587773
EPHA1-AS1,0.599,0.599,-0.34,0.04515285,0.093610278
LINC01747,0.599,0.599,-2.269,0.126183139,0.21315142
PYY,0.599,0.599,-2.362,0.140523281,0.2325176
PAX1,0.599,0.599,-2.974,0.390651859,0.514886704
ARHGAP22,-0.598,0.598,4.01,1.26625E-06,1.13922E-05
DCTN2,-0.598,0.598,7.388,8.83069E-06,6.34569E-05
CTGF,-0.598,0.598,4.47,0.009987723,0.026537963
LOC285696,0.598,0.598,-1.204,0.038613105,0.082172955
BMP6,0.598,0.598,-0.993,0.051633025,0.104229941
KRT42P,-0.598,0.598,0.883,0.055107585,0.109698186
ZNF385D,0.598,0.598,-0.336,0.105426536,0.184936333
LOC101927815,0.598,0.598,-3.745,0.579412578,0.690437067
MIR6070,-0.598,0.598,-3.189,0.619484617,0.724154047
KLF10,-0.597,0.597,6.505,2.23721E-07,2.40302E-06
TRIM27,-0.597,0.597,3.71,8.60564E-05,0.000466405
AOX1,-0.597,0.597,4.797,0.000202661,0.000979849
LRRC8B,0.597,0.597,2.585,0.000414461,0.001814688
LOC101927056,0.597,0.597,1.174,0.000860012,0.003372997
MPP7,-0.597,0.597,3.381,0.003233204,0.010337062
RAD9B,0.597,0.597,-0.074,0.008217013,0.022546915
KCNIP3,-0.597,0.597,-1.186,0.071216819,0.13501422
MPL,0.597,0.597,-1.882,0.117047211,0.200994493
ANXA5,-0.596,0.596,9.238,2.76993E-06,2.27211E-05
GHITM,-0.596,0.596,7.446,6.25436E-06,4.71267E-05
RTL6,-0.596,0.596,4.754,3.69672E-05,0.000224175
FAM193A,0.596,0.596,3.916,0.000265702,0.001235003
IRX1,-0.596,0.596,3.466,0.000363868,0.001619335
FAM220A,-0.596,0.596,3.366,0.000505158,0.002146612
ITGA6,-0.596,0.596,9.906,0.000804698,0.00318593
ETV1,-0.596,0.596,0.666,0.024724656,0.056780372
LOC102724701,-0.596,0.596,0.596,0.062974284,0.122252511
LOC105371907,0.596,0.596,-1.485,0.088378024,0.160231698
SLC27A2,0.596,0.596,-1.421,0.270519561,0.388068497
MDH1,-0.595,0.595,6.644,4.30341E-05,0.000255456
A1BG-AS1,-0.595,0.595,2.362,0.00021914,0.001046696
CXorf56,-0.595,0.595,3.951,0.001446253,0.005255107
RAP2A,-0.595,0.595,5.096,0.005408465,0.015911995
NEO1,-0.595,0.595,2.955,0.005838983,0.016950232
MFAP3L,-0.595,0.595,-0.039,0.033562805,0.073312092
STON1,0.595,0.595,0.377,0.042273715,0.088695933
HSP90B2P,0.595,0.595,-2.15,0.143620406,0.23672213
NAT2,0.595,0.595,-3.296,0.398645988,0.522755077
SERPINH1,-0.594,0.594,7.106,3.09939E-07,3.23487E-06
P3H3,-0.594,0.594,4.145,5.45872E-06,4.18474E-05
TPI1,-0.594,0.594,10.637,1.05473E-05,7.43538E-05
SLC27A4,-0.594,0.594,5.445,3.66443E-05,0.000222337
WDPCP,0.594,0.594,2.759,5.48719E-05,0.000315243
SRRM1,0.594,0.594,4.773,0.000563285,0.002360612
MOV10,0.594,0.594,5.95,0.000723365,0.002912105
CCT6A,-0.594,0.594,7.661,0.001753776,0.00618178
LOC442028,0.594,0.594,0.584,0.011834166,0.030644033
ANKRD23,0.594,0.594,-0.532,0.035161228,0.076059392
ZNF750,0.594,0.594,2.721,0.052560637,0.105656792
LINC01585,0.594,0.594,-1.29,0.091089822,0.164482361
DGKB,0.594,0.594,-1.713,0.373919741,0.497614487
LRPAP1,-0.593,0.593,6.657,4.56541E-07,4.58416E-06
UXT,-0.593,0.593,5.644,3.8043E-06,3.03534E-05
TXNDC5,-0.593,0.593,7.599,5.67141E-06,4.32998E-05
CDCA8,-0.593,0.593,4.592,1.63774E-05,0.000109729
AIP,-0.593,0.593,4.722,0.000124398,0.000641883
GAREM1,0.593,0.593,3.026,0.000594171,0.002475748
EVPL,-0.593,0.593,4.876,0.002427028,0.008110046
CCDC189,-0.593,0.593,0.581,0.006223502,0.0178613
HHIP-AS1,-0.593,0.593,0.523,0.013968254,0.03525012
ZC2HC1C,0.593,0.593,0.038,0.045590159,0.094334301
LOC441242,0.593,0.593,-1.483,0.09738473,0.173632767
SNORA71E,-0.593,0.593,-3.674,0.620571708,0.725236354
LSM14B,-0.592,0.592,4.104,2.75479E-08,3.56916E-07
STOML2,-0.592,0.592,6.851,3.6173E-07,3.72018E-06
ODF2,-0.592,0.592,5.34,5.52028E-07,5.42192E-06
PCSK9,-0.592,0.592,5.596,8.9791E-06,6.43999E-05
FLII,-0.592,0.592,8.605,5.34683E-05,0.000308678
TNFRSF19,0.592,0.592,1.877,0.000252092,0.001178805
UBC,-0.592,0.592,11.711,0.000380214,0.001682445
IFT27,-0.592,0.592,3.22,0.000405205,0.001780401
GOLIM4,-0.592,0.592,4.339,0.003305141,0.010523315
CERKL,0.592,0.592,0.274,0.016989945,0.041550271
TMEM191C,0.592,0.592,0.119,0.033337062,0.072896869
PCDHGC3,0.592,0.592,-0.921,0.036052271,0.077663796
TMEM150C,0.592,0.592,-1.433,0.150745413,0.245764413
CCR10,-0.592,0.592,-1.939,0.175723743,0.277204266
ZFP91,0.592,0.592,-0.403,0.255499442,0.371617528
ENPP3,-0.592,0.592,-2.633,0.51778608,0.634558083
PMCH,-0.592,0.592,-3.501,0.643500795,0.745070928
ACO2,-0.591,0.591,6.592,2.29436E-05,0.000147907
ACY1,-0.591,0.591,5.58,0.000114126,0.000594744
DHX9,-0.591,0.591,7.755,0.000119242,0.000618255
IDH1,-0.591,0.591,7.073,0.000332393,0.001498231
ARFGAP3,-0.591,0.591,5.143,0.001560975,0.0055987
PCDHB10,-0.591,0.591,-2.602,0.164322769,0.26288838
SMIM18,0.591,0.591,-2.507,0.400535569,0.524776957
TMEM110,0.59,0.59,4.97,9.68193E-08,1.12308E-06
PPIA,-0.59,0.59,10.429,1.17316E-07,1.33199E-06
CTNNB1,-0.59,0.59,10.024,5.26969E-07,5.20078E-06
CAP1,-0.59,0.59,10.047,9.9717E-05,0.00052947
UQCRC1,-0.59,0.59,8.338,0.000314762,0.001430515
LPAR6,0.59,0.59,3.012,0.005471954,0.016071453
ASIC1,0.59,0.59,1.402,0.011056928,0.028941281
BSPRY,-0.59,0.59,0.239,0.022337287,0.052269065
NKAPP1,0.59,0.59,-0.682,0.034438862,0.074789889
GJD4,0.59,0.59,-1.777,0.0478522,0.098067578
CGA,0.59,0.59,-3.336,0.563134279,0.67602563
MIR4531,0.59,0.59,-3.511,0.576664408,0.688244265
TP53I3,-0.589,0.589,6.665,3.38256E-08,4.32522E-07
PARP1,-0.589,0.589,6.193,3.90739E-07,3.98752E-06
FBXO17,-0.589,0.589,2.785,3.31438E-05,0.000203625
DYNLRB1,0.589,0.589,5.919,0.000166995,0.000829701
SND1,-0.589,0.589,8.77,0.000193794,0.000943056
SLC24A1,0.589,0.589,2.435,0.000199436,0.000966333
PGPEP1,-0.589,0.589,3.325,0.001249711,0.004639327
LINC00707,0.589,0.589,1.352,0.003700341,0.011581275
HLTF,-0.589,0.589,4.1,0.003729248,0.011657853
DNAJA1,0.589,0.589,6.888,0.004253704,0.012990401
RHEBL1,0.589,0.589,0.316,0.00796479,0.02196739
IZUMO1,0.589,0.589,0.002,0.025298495,0.057926677
TMBIM4,-0.589,0.589,-1.534,0.612442086,0.718385783
PORCN,-0.588,0.588,5.652,3.46112E-06,2.78724E-05
PIM2,-0.588,0.588,3.314,1.29074E-05,8.87807E-05
KRBA1,-0.588,0.588,3.495,0.000762582,0.003046537
TMEM63A,0.588,0.588,3.18,0.000810268,0.003204036
LACTB,-0.588,0.588,4.035,0.001887701,0.006572471
SLC6A9,0.588,0.588,2.241,0.013177537,0.033604636
CSTF3-AS1,0.588,0.588,-1.652,0.055261552,0.109965746
PCSK6-AS1,-0.588,0.588,-3.12,0.440080015,0.563042075
EIF3I,-0.587,0.587,8.406,1.82451E-06,1.57411E-05
DDX51,-0.587,0.587,4.492,4.51472E-06,3.54186E-05
NSRP1,0.587,0.587,2.657,3.27941E-05,0.000201862
SCRN2,-0.587,0.587,4.378,0.000126175,0.00064941
JAG1,-0.587,0.587,8.667,0.000185199,0.000908504
PLRG1,-0.587,0.587,5.746,0.000316803,0.001437469
FBXL18,0.587,0.587,4.113,0.000722968,0.002911478
SUSD6,0.587,0.587,5.02,0.00072986,0.002935624
GATA6,0.587,0.587,2.183,0.000834827,0.003286191
SYDE1,-0.587,0.587,2.906,0.000886067,0.003462973
FRG1,-0.587,0.587,2.146,0.006021165,0.017393398
ZNF813,-0.587,0.587,2.54,0.009701484,0.025881365
ST6GALNAC5,-0.587,0.587,1.406,0.012575984,0.032289845
KRBOX1,-0.587,0.587,0.385,0.015941181,0.039439999
PSMG3-AS1,0.587,0.587,0.856,0.017070001,0.041718837
ZHX1-C8orf76,0.587,0.587,0.078,0.034291345,0.074519896
LINC02418,0.587,0.587,-2.8,0.342071376,0.465195561
STEAP3,-0.586,0.586,4.905,1.87326E-06,1.60937E-05
FURIN,0.586,0.586,6.454,8.93978E-06,6.41587E-05
PTK7,-0.586,0.586,6.969,2.05429E-05,0.000133967
TMEM45B,-0.586,0.586,3.25,0.000108969,0.000571712
CAMLG,-0.586,0.586,4.482,0.002242708,0.007596834
ZNF169,0.586,0.586,0.867,0.002563483,0.008489086
SCAND1,-0.586,0.586,4.21,0.002988935,0.009664626
SLC5A3,-0.586,0.586,4.526,0.008214694,0.022543301
PSG8-AS1,-0.586,0.586,-1.499,0.232884154,0.34567613
CHRDL1,0.586,0.586,-3.214,0.483042252,0.602777508
CNTN4,0.586,0.586,-2.669,0.508262405,0.625545172
WASHC2A,-0.585,0.585,5.26,2.35029E-06,1.96735E-05
PAXIP1-AS2,0.585,0.585,0.726,0.000138708,0.00070584
NARS2,-0.585,0.585,4.435,0.000396797,0.001746188
ACTR8,-0.585,0.585,4.73,0.000611949,0.002537601
ATXN7L1,0.585,0.585,1.711,0.000618851,0.002561502
TAGLN,-0.585,0.585,5.581,0.001271082,0.004700623
OLFML3,-0.585,0.585,-0.193,0.055427576,0.110179145
MIR4505,0.585,0.585,-2.214,0.204490211,0.312318816
LOC105371083,0.585,0.585,-2.476,0.206606312,0.314708734
LINC01558,0.585,0.585,-2.853,0.265090059,0.381691673
PTPRO,-0.585,0.585,-1.733,0.379504801,0.503499203
ZNF248,0.585,0.585,-2.965,0.488111954,0.606945427
LOC105374205,-0.585,0.585,-3.511,0.691492742,0.784871187
NCAPH,-0.584,0.584,4.253,6.27655E-06,4.7278E-05
TSPAN6,-0.584,0.584,4.538,0.000162192,0.000807978
KRT31,0.584,0.584,1.158,0.001624154,0.005777396
CASC8,0.584,0.584,0.457,0.001945339,0.006741845
RARA-AS1,0.584,0.584,0.46,0.00347207,0.010980566
PLCG2,0.584,0.584,1.264,0.012141884,0.031296728
TSNAX-DISC1,0.584,0.584,-0.352,0.024325043,0.056017085
ZC3H12A,0.584,0.584,5.635,0.041827898,0.087899941
LOC103171574,0.584,0.584,-0.969,0.057118406,0.11288175
COL2A1,0.584,0.584,-0.468,0.110831233,0.192421157
EMX2OS,0.584,0.584,-0.903,0.201950536,0.309292623
MS4A5,0.584,0.584,-3.548,0.525286654,0.641478305
MIR4701,-0.584,0.584,-3.69,0.707910747,0.79827176
LOC102724323,0.584,0.584,-3.681,0.857125429,0.912635556
XRCC6,-0.583,0.583,8.856,2.0488E-06,1.74485E-05
MRPS5,-0.583,0.583,5.274,2.39526E-05,0.000153444
PHF13,-0.583,0.583,4.079,3.13864E-05,0.000194689
STARD4,0.583,0.583,6.137,4.88595E-05,0.000286408
C14orf80,-0.583,0.583,3.232,0.000440586,0.001909006
CES4A,0.583,0.583,0.381,0.001136083,0.004276617
ACBD3,-0.583,0.583,5.484,0.002742494,0.00897094
PPP5D1,0.583,0.583,-0.192,0.018984203,0.04564814
HSF4,0.583,0.583,-1.461,0.112491585,0.194567882
ANKRD20A11P,-0.583,0.583,-3.429,0.533391971,0.648875126
BCAP31,-0.582,0.582,7.836,2.91813E-05,0.000182572
MSN,-0.582,0.582,10.096,6.75404E-05,0.000377327
RNF14,-0.582,0.582,5.78,0.000129105,0.000662221
CRYL1,-0.582,0.582,4.203,0.00017893,0.000881406
AMMECR1,-0.582,0.582,4.528,0.0002658,0.001235202
ZNF524,-0.582,0.582,3.075,0.004033347,0.012481843
FBXL7,0.582,0.582,1.601,0.005124432,0.015193611
LOC100288181,0.582,0.582,-2.049,0.083561941,0.153363947
RTL5,0.582,0.582,-2.221,0.158019325,0.255090121
TSSK3,0.582,0.582,-2.078,0.32514026,0.448378585
LOC105378325,0.582,0.582,-3.622,0.383482276,0.507548744
KIAA1107,-0.582,0.582,-0.36,0.534965793,0.650402736
NCAN,-0.582,0.582,-2.052,0.776034932,0.851152177
TUSC3,-0.581,0.581,5.717,2.4112E-05,0.000154289
NDUFS1,-0.581,0.581,5.784,2.46772E-05,0.000157235
TRAPPC2L,-0.581,0.581,5.188,9.61275E-05,0.000512832
RBMX2,-0.581,0.581,4.463,0.000151429,0.000762979
DENND3,0.581,0.581,3.762,0.000337076,0.001516911
PTOV1,-0.581,0.581,5.791,0.000398616,0.001753504
MATR3,-0.581,0.581,7.061,0.00043456,0.001886615
MYSM1,0.581,0.581,3.361,0.000663208,0.002707238
HEXB,-0.581,0.581,5.879,0.000721186,0.002905705
KCNC4,0.581,0.581,2.85,0.001064601,0.004052295
MCM6,-0.581,0.581,5.049,0.001742784,0.006150744
CCDC85B,0.581,0.581,3.988,0.004574451,0.013799215
PLEKHN1,0.581,0.581,2.534,0.005034349,0.014981818
VGLL1,0.581,0.581,0.232,0.023723764,0.054902244
LOC101927087,0.581,0.581,-0.988,0.029686593,0.066339876
DENND6B,-0.581,0.581,0.181,0.079245056,0.147012521
DOCK2,-0.581,0.581,-0.249,0.153929053,0.249687888
SPON2,-0.581,0.581,-0.566,0.177196349,0.279096659
TAF1,0.58,0.58,4.459,3.35898E-07,3.47038E-06
GSS,-0.58,0.58,6.405,7.31194E-07,6.94218E-06
POLQ,0.58,0.58,3.11,0.000993824,0.003815173
ZSCAN31,-0.58,0.58,3.136,0.00157092,0.005622714
DAPP1,0.58,0.58,5.266,0.001772629,0.006234553
ZFC3H1,0.58,0.58,3.892,0.001792673,0.00629226
THBS2,-0.58,0.58,2.796,0.003611178,0.011350282
NHLRC1,-0.58,0.58,0.407,0.006161169,0.017741006
STAT5A,0.58,0.58,2.561,0.017037948,0.041649552
POU5F1,0.58,0.58,0.011,0.017756635,0.043157794
SH2D6,0.58,0.58,-0.57,0.019646945,0.046955593
LBX2,0.58,0.58,0.188,0.026303919,0.059851062
FBXO45,-0.58,0.58,4.504,0.030001812,0.066944518
SYT5,-0.58,0.58,-0.241,0.106684157,0.186632967
HOXA5,0.58,0.58,-1.876,0.253678571,0.369446932
TINAG,0.58,0.58,-3.266,0.433960427,0.557165132
LOC105374428,0.58,0.58,-3.368,0.51041047,0.627536476
VPS33B,-0.579,0.579,4.526,3.20906E-05,0.000197965
MYO5C,0.579,0.579,3.021,4.98201E-05,0.000290902
ZNF16,-0.579,0.579,2.971,6.37211E-05,0.000359382
MAGED1,-0.579,0.579,7.297,9.77459E-05,0.000520355
MANBA,-0.579,0.579,4.497,0.000296837,0.001359492
ASL,-0.579,0.579,6.418,0.000546806,0.002304435
UFL1,-0.579,0.579,4.142,0.001016494,0.003888925
MGRN1,0.579,0.579,4.119,0.002627488,0.008661505
LINC01125,0.579,0.579,-0.021,0.004365746,0.01329106
FN1,-0.579,0.579,11.74,0.007532126,0.020938716
NBPF8,-0.579,0.579,3.518,0.009086948,0.024518191
SNORD14E,0.579,0.579,0.839,0.009853447,0.026233869
ZNF442,0.579,0.579,0.487,0.028997593,0.065117199
HPGD,-0.579,0.579,-0.396,0.057864387,0.113995428
NPAS1,0.579,0.579,-0.748,0.058575001,0.115133175
MGP,0.579,0.579,-2.087,0.143981824,0.237144052
DIRAS2,0.579,0.579,-2.823,0.348371025,0.471737573
ZMIZ1-AS1,-0.579,0.579,-2.564,0.405741524,0.53008471
ST14,0.578,0.578,7.139,4.57024E-06,3.58292E-05
THOC3,-0.578,0.578,5.95,5.25248E-06,4.04169E-05
ATXN1L,0.578,0.578,5.193,2.27423E-05,0.000146862
AARSD1,-0.578,0.578,4.248,2.59906E-05,0.000164486
SLC30A4,0.578,0.578,3.594,0.000105924,0.000558249
DSP,-0.578,0.578,9.619,0.00017643,0.000870233
SPIN2B,-0.578,0.578,1.174,0.001148009,0.004308582
RNASEL,-0.578,0.578,3.324,0.001924647,0.006683064
MIR762HG,0.578,0.578,0.082,0.004178198,0.012812002
NUDT6,-0.578,0.578,2.081,0.004339767,0.013222711
DEPDC7,-0.578,0.578,2.513,0.00911775,0.024583605
TGFB2,-0.578,0.578,3.857,0.016066377,0.039701708
RMI1,0.578,0.578,1.788,0.02350788,0.054486731
LOC541473,0.578,0.578,-0.975,0.049004746,0.099928808
TGFBR3,-0.578,0.578,0.109,0.092670111,0.16678692
ASB16,0.578,0.578,-1.216,0.100956262,0.178528834
RIMKLA,0.578,0.578,-1.85,0.123598012,0.209524155
PRKAG1,-0.577,0.577,6.419,2.65528E-07,2.81444E-06
TTN-AS1,0.577,0.577,3.516,1.6928E-06,1.47233E-05
NSG1,-0.577,0.577,4.996,4.68167E-06,3.66134E-05
ZNF432,0.577,0.577,3.003,3.79891E-05,0.000229506
PDIA6,-0.577,0.577,8.39,4.45178E-05,0.000263222
BCL11B,-0.577,0.577,3.165,6.66981E-05,0.000373423
DPH5,-0.577,0.577,4.471,8.6408E-05,0.000467972
CPM,0.577,0.577,2.909,0.000117594,0.000611119
IL1R2,0.577,0.577,1.59,0.0728811,0.137462616
ENTPD2,0.577,0.577,-1.895,0.133037994,0.222276821
EMILIN3,0.577,0.577,-2.219,0.214695121,0.324517896
LOC286177,0.577,0.577,-2.948,0.315916795,0.438725645
ZFP90,-0.576,0.576,4.259,0.002622816,0.008649909
RSPH9,0.576,0.576,0.828,0.008518945,0.023256235
PROSER3,0.576,0.576,2.237,0.010866266,0.028501931
LINC01451,-0.576,0.576,-0.258,0.028867181,0.064869682
LINC01858,0.576,0.576,-2.804,0.372467844,0.49630623
NPIPA3,0.576,0.576,-3.181,0.429284544,0.552403911
LOC101928322,-0.576,0.576,-3.676,1,1
LINS1,0.575,0.575,3.296,4.10462E-05,0.000245144
MTMR11,0.575,0.575,3.721,5.12554E-05,0.000297814
EIF3F,-0.575,0.575,7.009,6.03963E-05,0.000343406
NRCAM,0.575,0.575,4.167,0.00059862,0.002492903
CYB5RL,0.575,0.575,1.371,0.000737661,0.002959768
BAG6,-0.575,0.575,1.518,0.004774496,0.01430701
CTNNAL1,-0.575,0.575,5.956,0.013549517,0.03437741
LOC107986321,0.575,0.575,-3.467,0.534314561,0.649786597
OSER1,-0.574,0.574,4.823,1.11059E-07,1.26864E-06
CYFIP1,-0.574,0.574,7.426,4.68518E-07,4.68977E-06
UBAC2,-0.574,0.574,5.257,2.2572E-06,1.8979E-05
PRPF6,-0.574,0.574,6.676,1.15605E-05,8.07513E-05
SLC25A44,0.574,0.574,4.272,0.000105801,0.00055784
ALDH6A1,-0.574,0.574,3.611,0.000213179,0.001023225
TMEM35B,-0.574,0.574,2.744,0.000621941,0.002571451
CMTM1,0.574,0.574,-2.273,0.165636427,0.264651169
DNAI1,0.574,0.574,-3.363,0.427028796,0.550225234
NAA60,0.573,0.573,4.124,4.57213E-06,3.58315E-05
RALGDS,-0.573,0.573,5.212,5.47299E-05,0.000314508
ST3GAL5,-0.573,0.573,4.062,0.000406155,0.001783879
BUB1B,-0.573,0.573,4.284,0.000837619,0.003295389
LINC00704,-0.573,0.573,2.608,0.001543553,0.005549486
WFS1,-0.573,0.573,3.429,0.001547065,0.005559449
COX10-AS1,0.573,0.573,1.365,0.00314015,0.010086867
PNLIPRP3,-0.573,0.573,2.345,0.004414738,0.013403928
ZFP42,0.573,0.573,-1.187,0.035640369,0.076909063
RND2,0.573,0.573,-0.593,0.105411082,0.184936333
DPP10,0.573,0.573,-2.245,0.416557259,0.539980743
DPCD,-0.572,0.572,4.534,4.61832E-06,3.61431E-05
DAD1,-0.572,0.572,6.799,9.21892E-06,6.59097E-05
FBXO21,-0.572,0.572,5.388,4.16352E-05,0.000248332
ZNF720,0.572,0.572,3.046,8.80434E-05,0.000475798
SCCPDH,-0.572,0.572,3.869,0.0001086,0.000570189
DDB2,-0.572,0.572,5.643,0.000137846,0.000702064
GPAA1,-0.572,0.572,5.523,0.000878828,0.003436476
MYH11,0.572,0.572,0.131,0.006184382,0.017789886
TMEM158,-0.572,0.572,0.39,0.015458193,0.038434593
P2RY1,-0.572,0.572,2.418,0.022051547,0.051729598
FGFBP3,0.572,0.572,-2.12,0.110928089,0.19252987
LINC01486,0.572,0.572,-2.837,0.413738704,0.53747439
ZDHHC11B,0.572,0.572,-2.995,0.454415583,0.576627096
MIR381HG,0.572,0.572,-3.723,0.583661709,0.693927433
LOC105375014,-0.572,0.572,-3.868,1,1
DPYSL3,-0.571,0.571,5.246,3.22355E-06,2.61182E-05
TSPAN4,-0.571,0.571,5.549,7.90292E-06,5.76183E-05
BLVRA,-0.571,0.571,5.221,1.60869E-05,0.000108073
THBS1,0.571,0.571,11.47,2.99671E-05,0.000186812
NTPCR,-0.571,0.571,4.672,3.73107E-05,0.000225771
RNF215,-0.571,0.571,3.363,7.1673E-05,0.000397355
C3orf62,0.571,0.571,1.67,0.000632398,0.002604251
NAPRT,-0.571,0.571,5.058,0.002786359,0.009099868
