adj.P.Val,P.Value,t,B,logFC,adjLFC,GENE_SYMBOL,Gene.title
0.388,0.185,-1.33,-5.994878,-0.133,0.133,FLYWCH2,FLYWCH family member 2
0.388,0.185,1.33,-5.993625,0.06,0.06,GLG1,golgi glycoprotein 1
0.388,0.185,-1.33,-5.993774,-0.0469,0.0469,LIAS,lipoic acid synthetase
0.388,0.185,-1.33,-5.994426,-0.061,0.061,LIN9,lin-9 DREAM MuvB core complex component
0.388,0.185,-1.33,-5.994565,-0.0595,0.0595,LOC645166,lymphocyte-specific protein 1 pseudogene
0.388,0.185,-1.33,-5.995189,-0.132,0.132,MADCAM1,mucosal vascular addressin cell adhesion molecule 1
0.388,0.185,-1.33,-5.996191,-0.06,0.06,NUDT1,nudix hydrolase 1
0.388,0.185,-1.33,-5.994871,-0.169,0.169,OSTCP1,oligosaccharyltransferase complex subunit pseudogene 1
0.388,0.185,-1.33,-5.993029,-0.0816,0.0816,PCK1,phosphoenolpyruvate carboxykinase 1
0.388,0.185,1.33,-5.994257,0.0672,0.0672,PLEKHA2,pleckstrin homology domain containing A2
0.388,0.185,-1.33,-5.996062,-0.0538,0.0538,POMGNT2,"protein O-linked mannose N-acetylglucosaminyltransferase 2 (beta 1,4-)"
0.388,0.186,1.33,-5.996561,0.0507,0.0507,QSOX2,quiescin sulfhydryl oxidase 2
0.388,0.186,-1.33,-5.997055,-0.0493,0.0493,RFC5,replication factor C subunit 5
0.388,0.185,-1.33,-5.995677,-0.0769,0.0769,RRAGD,Ras related GTP binding D
0.388,0.185,-1.33,-5.995218,-0.0699,0.0699,SCYL3,SCY1 like pseudokinase 3
0.388,0.185,1.33,-5.994425,0.233,0.233,SHCBP1,SHC binding and spindle associated 1
0.388,0.185,-1.33,-5.994595,-0.0576,0.0576,SNAP29,synaptosome associated protein 29
0.388,0.185,-1.33,-5.996406,-0.0413,0.0413,SRPK1,SRSF protein kinase 1
0.388,0.186,1.33,-5.996853,0.0458,0.0458,STX5,syntaxin 5
0.388,0.185,-1.33,-5.993162,-0.108,0.108,TM6SF1,transmembrane 6 superfamily member 1
0.389,0.186,1.33,-5.999133,0.0499,0.0499,ALAS1,5'-aminolevulinate synthase 1
0.389,0.186,-1.33,-5.998977,-0.0484,0.0484,BTF3,basic transcription factor 3
0.389,0.186,-1.33,-5.997415,-0.0556,0.0556,CPSF2,cleavage and polyadenylation specific factor 2
0.389,0.186,1.33,-5.998096,0.0604,0.0604,EZH1,enhancer of zeste 1 polycomb repressive complex 2 subunit
0.389,0.186,1.33,-5.999839,0.0492,0.0492,PKP4,plakophilin 4
0.389,0.186,-1.33,-5.999725,-0.0655,0.0655,POLI,DNA polymerase iota
0.389,0.186,-1.34,-5.437476,-0.313,0.313,SRRM4,serine/arginine repetitive matrix 4
0.389,0.186,1.33,-5.998352,0.0323,0.0323,TBP,TATA-box binding protein
0.39,0.186,-1.34,-5.438313,-0.205,0.205,CHN2,chimerin 2
0.39,0.186,1.33,-6.000105,0.126,0.126,DLX2,distal-less homeobox 2
0.39,0.187,1.32,-6.00185,0.053,0.053,DUS1L,dihydrouridine synthase 1 like
0.39,0.187,-1.32,-6.002044,-0.081,0.081,FOXD2-AS1,FOXD2 antisense RNA 1 (head to head)
0.39,0.187,-1.32,-6.00263,-0.0871,0.0871,LOC151174,uncharacterized LOC151174
0.39,0.187,-1.33,-6.000783,-0.214,0.214,SERPINA1,serpin family A member 1
0.39,0.187,1.34,-5.439815,0.251,0.251,TLX1,T-cell leukemia homeobox 1
0.39,0.187,1.33,-6.000774,0.0477,0.0477,ZNF346,zinc finger protein 346
0.391,0.187,1.32,-6.003724,0.312,0.312,ACHE,acetylcholinesterase (Cartwright blood group)
0.391,0.187,1.32,-6.004005,0.117,0.117,CABP7,calcium binding protein 7
0.391,0.187,-1.32,-6.00289,-0.0755,0.0755,CARS,cysteinyl-tRNA synthetase
0.391,0.187,-1.32,-6.003945,-0.0636,0.0636,CRNKL1,crooked neck pre-mRNA splicing factor 1
0.391,0.188,1.32,-5.820145,0.147,0.147,GFI1,growth factor independent 1 transcriptional repressor
0.391,0.187,-1.32,-6.003345,-0.241,0.241,IGF2,insulin like growth factor 2
0.391,0.188,-1.32,-5.821243,-0.175,0.175,LINC00114,long intergenic non-protein coding RNA 114
0.391,0.187,-1.32,-6.002784,-0.0538,0.0538,PSMG3,proteasome assembly chaperone 3
0.391,0.188,-1.32,-6.004414,-0.075,0.075,ZNF497,zinc finger protein 497
0.391,0.188,1.32,-6.004991,0.0569,0.0569,ZNF84,zinc finger protein 84
0.392,0.188,-1.32,-6.007864,-0.0766,0.0766,ALDH1A1,aldehyde dehydrogenase 1 family member A1
0.392,0.188,1.32,-6.006091,0.053,0.053,ELK4,"ELK4, ETS transcription factor"
0.392,0.188,-1.33,-5.445956,-0.344,0.344,FASLG,Fas ligand
0.392,0.188,-1.32,-6.00662,-0.0804,0.0804,FOXRED1,FAD dependent oxidoreductase domain containing 1
0.392,0.188,-1.32,-6.006613,-0.106,0.106,KIF21B,kinesin family member 21B
0.392,0.188,1.32,-6.008158,0.116,0.116,KLF3-AS1,KLF3 antisense RNA 1
0.392,0.188,-1.32,-6.005851,-0.105,0.105,LFNG,LFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase
0.392,0.188,-1.32,-6.007449,-0.119,0.119,LOC100288798,uncharacterized LOC100288798
0.392,0.188,-1.32,-6.006952,-0.0789,0.0789,LRRC37A2,leucine rich repeat containing 37 member A2
0.392,0.188,-1.32,-6.006784,-0.0589,0.0589,MZT1,mitotic spindle organizing protein 1
0.392,0.188,1.32,-6.005907,0.0905,0.0905,SLC22A1,solute carrier family 22 member 1
0.392,0.188,1.32,-6.006578,0.23,0.23,SPRR2C,small proline rich protein 2C (pseudogene)
0.392,0.189,1.32,-6.008469,0.0449,0.0449,ZNF195,zinc finger protein 195
0.393,0.189,1.32,-6.01014,0.0432,0.0432,ACSF2,acyl-CoA synthetase family member 2
0.393,0.189,1.32,-6.010524,0.0548,0.0548,ACSL3,acyl-CoA synthetase long-chain family member 3
0.393,0.189,1.32,-6.011005,0.0949,0.0949,ADAMTSL1,ADAMTS like 1
0.393,0.189,-1.32,-6.009916,-0.211,0.211,BEAN1,"brain expressed, associated with NEDD4, 1"
0.393,0.189,-1.32,-6.00931,-0.0659,0.0659,C12orf4,chromosome 12 open reading frame 4
0.393,0.189,1.32,-6.010366,0.15,0.15,CDC45,cell division cycle 45
0.393,0.189,1.32,-6.011222,0.184,0.184,DNASE1L3,deoxyribonuclease 1 like 3
0.393,0.189,-1.32,-6.009185,-0.0705,0.0705,DPM1,"dolichyl-phosphate mannosyltransferase subunit 1, catalytic"
0.393,0.189,1.32,-6.010166,0.0912,0.0912,FCGR2A,Fc fragment of IgG receptor IIa
0.393,0.189,-1.32,-6.010573,-0.173,0.173,IGKC,immunoglobulin kappa constant
0.393,0.189,-1.32,-6.009231,-0.158,0.158,IGKV1D-8,immunoglobulin kappa variable 1D-8
0.393,0.189,1.32,-6.011215,0.249,0.249,IL27,interleukin 27
0.393,0.189,1.32,-6.010014,0.0519,0.0519,NARFL,nuclear prelamin A recognition factor like
0.393,0.189,-1.32,-6.008746,-0.0901,0.0901,PRUNE1,prune exopolyphosphatase
0.393,0.189,1.32,-6.009767,0.0647,0.0647,RCBTB1,RCC1 and BTB domain containing protein 1
0.393,0.189,-1.32,-6.010963,-0.0527,0.0527,RPL34,ribosomal protein L34
0.393,0.189,-1.32,-6.010912,-0.0358,0.0358,RPS20P27,ribosomal protein S20 pseudogene 27
0.393,0.189,1.32,-6.009331,0.0503,0.0503,TDRP,testis development related protein
0.394,0.19,1.32,-6.014107,0.0789,0.0789,ANKRD20A11P,"ankyrin repeat domain 20 family member A11, pseudogene"
0.394,0.189,1.32,-6.011923,0.0567,0.0567,AUTS2,autism susceptibility candidate 2
0.394,0.19,-1.32,-6.012497,-0.0637,0.0637,B4GALT7,"beta-1,4-galactosyltransferase 7"
0.394,0.19,-1.32,-6.012387,-0.0569,0.0569,C11orf31,chromosome 11 open reading frame 31
0.394,0.19,1.32,-6.012426,0.0974,0.0974,CCDC136,coiled-coil domain containing 136
0.394,0.19,-1.32,-6.012478,-0.0938,0.0938,CEND1,cell cycle exit and neuronal differentiation 1
0.394,0.189,1.32,-5.783187,0.127,0.127,FGF7,fibroblast growth factor 7
0.394,0.19,-1.32,-6.01313,-0.075,0.075,LARP6,La ribonucleoprotein domain family member 6
0.394,0.19,1.32,-6.012666,0.0652,0.0652,SKIV2L,Ski2 like RNA helicase
0.395,0.19,1.31,-6.014768,0.0865,0.0865,LINC01128,long intergenic non-protein coding RNA 1128
0.395,0.19,1.31,-6.014819,0.0312,0.0312,LSM12,LSM12 homolog
0.395,0.19,-1.31,-6.01586,-0.0681,0.0681,LYPLA1,lysophospholipase I
0.395,0.19,-1.31,-6.014696,-0.0671,0.0671,NCK2,NCK adaptor protein 2
0.395,0.19,1.31,-6.014867,0.0424,0.0424,NFIA,nuclear factor I A
0.395,0.191,-1.31,-6.016784,-0.0984,0.0984,PCDH9,protocadherin 9
0.395,0.19,-1.31,-6.014921,-0.0531,0.0531,SATB1,SATB homeobox 1
0.395,0.191,1.31,-6.016632,0.0682,0.0682,UST,uronyl 2-sulfotransferase
0.395,0.191,-1.31,-6.016327,-0.0863,0.0863,ZNF182,zinc finger protein 182
0.396,0.191,-1.31,-6.017441,-0.143,0.143,CDKN1A,cyclin dependent kinase inhibitor 1A
0.396,0.191,-1.31,-6.0189,-0.101,0.101,NES,nestin
0.396,0.191,-1.31,-6.017165,-0.113,0.113,NKG7,natural killer cell granule protein 7
0.396,0.191,-1.31,-6.017186,-0.181,0.181,SFRP1,secreted frizzled related protein 1
0.396,0.191,-1.31,-6.017905,-0.0533,0.0533,TKFC,triokinase and FMN cyclase
0.396,0.191,-1.31,-6.017572,-0.105,0.105,TMEM40,transmembrane protein 40
0.397,0.192,-1.31,-6.02113,-0.113,0.113,BMP1,bone morphogenetic protein 1
0.397,0.192,1.31,-6.021322,0.0586,0.0586,CHD9,chromodomain helicase DNA binding protein 9
0.397,0.191,-1.31,-6.019783,-0.243,0.243,CYP24A1,cytochrome P450 family 24 subfamily A member 1
0.397,0.192,-1.31,-6.021107,-0.222,0.222,GPNMB,glycoprotein nmb
0.397,0.192,-1.31,-6.021114,-0.0489,0.0489,MKRN7P,"makorin ring finger protein 7, pseudogene"
0.397,0.192,1.31,-6.021595,0.149,0.149,MUC12,"mucin 12, cell surface associated"
0.397,0.192,1.31,-6.021745,0.0431,0.0431,NOP56,NOP56 ribonucleoprotein
0.397,0.192,1.31,-6.021457,0.0593,0.0593,P3H1,prolyl 3-hydroxylase 1
0.397,0.192,-1.31,-6.021714,-0.0532,0.0532,PDGFC,platelet derived growth factor C
0.397,0.192,1.31,-6.021701,0.0667,0.0667,RCAN1,regulator of calcineurin 1
0.397,0.191,-1.31,-6.019756,-0.0618,0.0618,TPI1,triosephosphate isomerase 1
0.398,0.192,-1.31,-6.023557,-0.0693,0.0693,CCDC115,coiled-coil domain containing 115
0.398,0.192,1.31,-6.022327,0.086,0.086,CEP85L,centrosomal protein 85 like
0.398,0.193,1.31,-6.024891,0.0457,0.0457,CGGBP1,CGG triplet repeat binding protein 1
0.398,0.193,1.31,-6.024826,0.0812,0.0812,DRAM1,DNA damage regulated autophagy modulator 1
0.398,0.193,-1.31,-6.023941,-0.101,0.101,GNAO1,G protein subunit alpha o1
0.398,0.192,-1.31,-6.023378,-0.0532,0.0532,HIRIP3,HIRA interacting protein 3
0.398,0.193,-1.31,-5.84108,-0.282,0.282,HNF4G,hepatocyte nuclear factor 4 gamma
0.398,0.193,1.31,-6.024619,0.0537,0.0537,IGF2BP2,insulin like growth factor 2 mRNA binding protein 2
0.398,0.193,-1.32,-5.462657,-0.243,0.243,MYOZ1,myozenin 1
0.398,0.193,-1.31,-6.024463,-0.0997,0.0997,NOTUM,"NOTUM, palmitoleoyl-protein carboxylesterase"
0.398,0.193,1.32,-5.461964,0.279,0.279,PRO2012,uncharacterized protein PRO2012
0.398,0.192,-1.31,-6.023139,-0.04,0.04,RPL23A,ribosomal protein L23a
0.398,0.193,1.31,-6.024605,0.0438,0.0438,RRP36,ribosomal RNA processing 36
0.398,0.193,-1.31,-6.0253,-0.0665,0.0665,SENP6,SUMO1/sentrin specific peptidase 6
0.398,0.192,-1.31,-6.022934,-0.0823,0.0823,TCP11L1,t-complex 11 like 1
0.398,0.193,-1.31,-6.025076,-0.105,0.105,TM6SF2,transmembrane 6 superfamily member 2
0.398,0.192,-1.31,-6.023,-0.102,0.102,ZNF445,zinc finger protein 445
0.399,0.193,-1.31,-6.025852,-0.11,0.11,ALDOB,"aldolase, fructose-bisphosphate B"
0.399,0.194,-1.3,-6.027718,-0.0587,0.0587,C11orf1,chromosome 11 open reading frame 1
0.399,0.193,1.31,-6.026636,0.0616,0.0616,CHAF1A,chromatin assembly factor 1 subunit A
0.399,0.193,-1.31,-6.027077,-0.0347,0.0347,CXADR,coxsackie virus and adenovirus receptor
0.399,0.193,-1.31,-6.026047,-0.0498,0.0498,ERCC6L2,ERCC excision repair 6 like 2
0.399,0.193,-1.31,-6.025586,-0.0504,0.0504,FAM168B,family with sequence similarity 168 member B
0.399,0.193,1.31,-6.026474,0.0635,0.0635,H1FX,H1 histone family member X
0.399,0.193,-1.31,-6.026984,-0.0573,0.0573,IFNAR1,interferon alpha and beta receptor subunit 1
0.399,0.193,-1.31,-5.841258,-0.137,0.137,IGKV2-24,immunoglobulin kappa variable 2-24
0.399,0.193,-1.31,-5.465472,-0.342,0.342,OR8K3,olfactory receptor family 8 subfamily K member 3 (gene/pseudogene)
0.399,0.193,1.31,-6.026477,0.0522,0.0522,TBL1Y,"transducin (beta)-like 1, Y-linked"
0.399,0.193,-1.32,-5.461288,-0.27,0.27,TMEM132B,transmembrane protein 132B
0.399,0.193,-1.31,-6.026861,-0.193,0.193,TMEM45A,transmembrane protein 45A
0.399,0.193,-1.31,-6.025624,-0.0823,0.0823,ZNF226,zinc finger protein 226
0.4,0.194,1.3,-6.030684,0.189,0.189,ACOX2,acyl-CoA oxidase 2
0.4,0.194,1.3,-6.031151,0.0538,0.0538,ALG12,"ALG12, alpha-1,6-mannosyltransferase"
0.4,0.194,-1.3,-6.030189,-0.101,0.101,CFP,complement factor properdin
0.4,0.194,1.3,-6.030718,0.0444,0.0444,GPRASP2,G protein-coupled receptor associated sorting protein 2
0.4,0.194,-1.3,-6.029789,-0.127,0.127,HEPACAM2,HEPACAM family member 2
0.4,0.194,-1.3,-6.03116,-0.169,0.169,INPP5D,inositol polyphosphate-5-phosphatase D
0.4,0.194,-1.3,-6.031,-0.155,0.155,KRT16P3,keratin 16 pseudogene 3
0.4,0.194,1.3,-5.801947,0.232,0.232,L3MBTL4,l(3)mbt-like 4 (Drosophila)
0.4,0.195,-1.3,-6.031315,-0.072,0.072,NCS1,neuronal calcium sensor 1
0.4,0.194,1.3,-6.029628,0.0446,0.0446,SEC61A2,Sec61 translocon alpha 2 subunit
0.4,0.194,-1.3,-6.028703,-0.0354,0.0354,SMIM11A,small integral membrane protein 11A
0.4,0.194,-1.3,-6.029633,-0.0582,0.0582,TM7SF3,transmembrane 7 superfamily member 3
0.4,0.194,1.3,-6.030461,0.0898,0.0898,TMPRSS5,"transmembrane protease, serine 5"
0.4,0.194,-1.3,-6.030073,-0.106,0.106,USP2,ubiquitin specific peptidase 2
0.4,0.194,-1.3,-6.030591,-0.097,0.097,ZNF77,zinc finger protein 77
0.401,0.195,1.3,-6.032011,0.1,0.1,CXCR5,C-X-C motif chemokine receptor 5
0.401,0.195,1.3,-6.033553,0.23,0.23,GREM2,"gremlin 2, DAN family BMP antagonist"
0.401,0.195,-1.31,-5.470047,-0.267,0.267,LOC100507521,uncharacterized LOC100507521
0.401,0.195,-1.3,-6.032736,-0.0696,0.0696,MMEL1,membrane metallo-endopeptidase-like 1
0.401,0.195,1.3,-6.031642,0.0401,0.0401,SRSF8,serine and arginine rich splicing factor 8
0.401,0.195,-1.3,-6.033211,-0.0702,0.0702,UBE2E1,ubiquitin conjugating enzyme E2 E1
0.402,0.196,1.3,-6.036745,0.0732,0.0732,CEP295,centrosomal protein 295
0.402,0.196,-1.3,-6.036807,-0.0456,0.0456,CIAO1,cytosolic iron-sulfur assembly component 1
0.402,0.196,1.3,-6.037081,0.0556,0.0556,CSRNP2,cysteine and serine rich nuclear protein 2
0.402,0.196,1.3,-6.036136,0.0994,0.0994,EPHA1,EPH receptor A1
0.402,0.195,-1.3,-6.034555,-0.0655,0.0655,FNDC3B,fibronectin type III domain containing 3B
0.402,0.196,-1.3,-6.03644,-0.0572,0.0572,FUNDC2P2,FUN14 domain containing 2 pseudogene 2
0.402,0.196,-1.3,-6.035568,-0.0878,0.0878,GUSBP4,"glucuronidase, beta pseudogene 4"
0.402,0.196,1.3,-6.035124,0.0306,0.0306,HMBS,hydroxymethylbilane synthase
0.402,0.196,-1.3,-6.036107,-0.0937,0.0937,KANSL1-AS1,KANSL1 antisense RNA 1
0.402,0.196,-1.3,-6.036062,-0.159,0.159,LOC100134317///LOC284412,uncharacterized LOC100134317///uncharacterized LOC284412
0.402,0.195,1.3,-6.034692,0.157,0.157,LOC105377134,uncharacterized LOC105377134
0.402,0.195,-1.3,-6.034125,-0.0644,0.0644,NAA40,"N(alpha)-acetyltransferase 40, NatD catalytic subunit"
0.402,0.195,1.3,-6.034697,0.0659,0.0659,NOTCH3,notch 3
0.402,0.195,-1.3,-6.034667,-0.0449,0.0449,NUBP1,nucleotide binding protein 1
0.402,0.195,1.3,-6.034616,0.0965,0.0965,RANGAP1,Ran GTPase activating protein 1
0.402,0.196,-1.31,-5.470645,-0.224,0.224,TDRG1,testis development related 1 (non-protein coding)
0.402,0.195,1.3,-6.03418,0.0714,0.0714,TRAPPC2B,trafficking protein particle complex 2B
0.402,0.196,-1.3,-6.0358,-0.0535,0.0535,WDR36,WD repeat domain 36
0.403,0.197,-1.3,-6.03897,-0.157,0.157,ABCG5,ATP binding cassette subfamily G member 5
0.403,0.197,1.3,-6.039119,0.0502,0.0502,COQ8A,coenzyme Q8A
0.403,0.196,-1.3,-6.037878,-0.0595,0.0595,IWS1,"IWS1, SUPT6H interacting protein"
0.403,0.196,-1.3,-6.037786,-0.0694,0.0694,LINC00527,long intergenic non-protein coding RNA 527
0.403,0.196,1.3,-6.038605,0.0397,0.0397,LIPT1,lipoyltransferase 1
0.403,0.197,-1.3,-6.039744,-0.051,0.051,PTPMT1,"protein tyrosine phosphatase, mitochondrial 1"
0.403,0.196,-1.3,-6.037327,-0.0463,0.0463,RSF1,remodeling and spacing factor 1
0.403,0.196,-1.3,-6.038738,-0.0398,0.0398,SDR42E1,"short chain dehydrogenase/reductase family 42E, member 1"
0.403,0.196,-1.3,-6.038041,-0.042,0.042,SFR1,SWI5 dependent homologous recombination repair protein 1
0.403,0.196,-1.3,-6.037526,-0.0458,0.0458,TMEM187,transmembrane protein 187
0.403,0.196,-1.3,-6.038647,-0.0502,0.0502,TPT1-AS1,TPT1 antisense RNA 1
0.403,0.197,-1.3,-6.038838,-0.121,0.121,UGT2A1,UDP glucuronosyltransferase family 2 member A1 complex locus
0.403,0.196,1.3,-6.037724,0.152,0.152,WHRN,whirlin
0.403,0.196,1.3,-6.037535,0.0772,0.0772,ZNF582,zinc finger protein 582
0.404,0.197,-1.29,-6.040159,-0.0639,0.0639,C2orf42,chromosome 2 open reading frame 42
0.404,0.197,-1.29,-6.04034,-0.0861,0.0861,DBN1,drebrin 1
0.404,0.197,1.29,-6.040721,0.0509,0.0509,FARP1,"FERM, ARH/RhoGEF and pleckstrin domain protein 1"
0.404,0.198,1.29,-6.042985,0.0921,0.0921,HPN,hepsin
0.404,0.197,-1.29,-6.040603,-0.0695,0.0695,IGSF3,immunoglobulin superfamily member 3
0.404,0.197,-1.3,-5.857353,-0.13,0.13,LGALS14,galectin 14
0.404,0.197,1.3,-5.812189,0.201,0.201,REG3A,regenerating family member 3 alpha
0.404,0.197,-1.29,-6.041886,-0.0572,0.0572,RNASEK,ribonuclease K
0.404,0.197,-1.29,-6.042231,-0.0496,0.0496,STT3A,"STT3A, catalytic subunit of the oligosaccharyltransferase complex"
0.404,0.197,-1.29,-6.041917,-0.043,0.043,TMEM141,transmembrane protein 141
0.405,0.198,1.3,-5.483414,0.207,0.207,AHDC1,AT-hook DNA binding motif containing 1
0.405,0.198,-1.29,-6.044864,-0.0431,0.0431,C21orf33,chromosome 21 open reading frame 33
0.405,0.198,-1.29,-6.044266,-0.0587,0.0587,CDC123,cell division cycle 123
0.405,0.198,-1.29,-6.045445,-0.0566,0.0566,EIF4G3,eukaryotic translation initiation factor 4 gamma 3
0.405,0.198,-1.29,-6.044709,-0.0941,0.0941,LINC00937,long intergenic non-protein coding RNA 937
0.405,0.198,1.29,-6.045623,0.0507,0.0507,PPARA,peroxisome proliferator activated receptor alpha
0.405,0.198,-1.29,-6.043422,-0.0865,0.0865,SETD9,SET domain containing 9
0.405,0.198,-1.29,-6.04526,-0.0771,0.0771,TAOK2,TAO kinase 2
0.405,0.198,1.29,-6.043574,0.0728,0.0728,TTYH3,tweety family member 3
0.406,0.199,-1.29,-6.046638,-0.0806,0.0806,C6orf141,chromosome 6 open reading frame 141
0.406,0.199,-1.29,-6.048017,-0.1,0.1,DCLK1,doublecortin like kinase 1
0.406,0.199,-1.29,-6.047581,-0.0444,0.0444,EIF2D,eukaryotic translation initiation factor 2D
0.406,0.199,-1.29,-6.046632,-0.0919,0.0919,HSD17B12,hydroxysteroid 17-beta dehydrogenase 12
0.406,0.199,-1.29,-6.047968,-0.0551,0.0551,HYPK,huntingtin interacting protein K
0.406,0.199,-1.29,-6.047349,-0.081,0.081,RAB3GAP1,RAB3 GTPase activating protein catalytic subunit 1
0.406,0.199,1.29,-6.047503,0.105,0.105,SDR16C5,"short chain dehydrogenase/reductase family 16C, member 5"
0.407,0.2,1.29,-6.050184,0.0948,0.0948,FJX1,four jointed box 1
0.407,0.199,-1.3,-5.486547,-0.299,0.299,IKZF4,IKAROS family zinc finger 4
0.407,0.199,-1.29,-6.048125,-0.0422,0.0422,LMBRD1,LMBR1 domain containing 1
0.407,0.2,-1.29,-6.050404,-0.0616,0.0616,MRPS23,mitochondrial ribosomal protein S23
0.407,0.199,1.29,-6.048447,0.0575,0.0575,PDZD7,PDZ domain containing 7
0.407,0.2,1.29,-6.049848,0.0779,0.0779,TMEM79,transmembrane protein 79
0.407,0.199,1.29,-6.048992,0.133,0.133,UNC5C,unc-5 netrin receptor C
0.407,0.199,-1.29,-6.048547,-0.125,0.125,ZMYM1,zinc finger MYM-type containing 1
0.408,0.2,-1.29,-6.052214,-0.131,0.131,A1CF,APOBEC1 complementation factor
0.408,0.2,-1.29,-6.052738,-0.0459,0.0459,CHP1,calcineurin like EF-hand protein 1
0.408,0.2,1.29,-6.052662,0.0848,0.0848,IGFALS,insulin like growth factor binding protein acid labile subunit
0.408,0.2,-1.29,-6.05102,-0.0987,0.0987,SLC2A12,solute carrier family 2 member 12
0.409,0.201,1.28,-6.054001,0.0661,0.0661,ADI1,acireductone dioxygenase 1
0.409,0.2,1.28,-6.053323,0.0434,0.0434,ARHGEF12,Rho guanine nucleotide exchange factor 12
0.409,0.201,1.28,-6.053614,0.232,0.232,BGN,biglycan
0.409,0.201,-1.28,-6.054913,-0.0549,0.0549,ERI1,exoribonuclease 1
0.409,0.201,-1.28,-6.055696,-0.17,0.17,IGSF21,immunoglobin superfamily member 21
0.409,0.2,-1.28,-6.05315,-0.0692,0.0692,IRF6,interferon regulatory factor 6
0.409,0.201,-1.28,-6.055428,-0.0472,0.0472,NME1,NME/NM23 nucleoside diphosphate kinase 1
0.409,0.201,1.28,-6.054281,0.221,0.221,PIP5K1P1,phosphatidylinositol-4-phosphate 5-kinase type 1 pseudogene 1
0.409,0.201,-1.28,-6.054602,-0.07,0.07,PKN1,protein kinase N1
0.409,0.201,-1.28,-6.055676,-0.0543,0.0543,PPP1R16A,protein phosphatase 1 regulatory subunit 16A
0.409,0.201,-1.28,-6.054135,-0.119,0.119,SIGLEC15,sialic acid binding Ig like lectin 15
0.409,0.201,-1.28,-6.055497,-0.0409,0.0409,TBC1D14,TBC1 domain family member 14
0.409,0.201,1.28,-6.054987,0.0336,0.0336,TERF2IP,TERF2 interacting protein
0.409,0.201,-1.29,-5.493609,-0.405,0.405,VN1R5,vomeronasal 1 receptor 5 (gene/pseudogene)
0.41,0.202,1.28,-6.058333,0.168,0.168,FOXD2,forkhead box D2
0.41,0.201,-1.29,-5.494053,-0.3,0.3,FPR2,formyl peptide receptor 2
0.41,0.201,-1.28,-6.056744,-0.109,0.109,GCSAM,germinal center associated signaling and motility
0.41,0.201,1.28,-6.055883,0.0855,0.0855,GGT2,gamma-glutamyltransferase 2
0.41,0.201,1.28,-6.056345,0.0551,0.0551,GTPBP3,GTP binding protein 3 (mitochondrial)
0.41,0.202,-1.29,-5.495592,-0.305,0.305,KLHL30-AS1,KLHL30 antisense RNA 1
0.41,0.201,-1.28,-6.057011,-0.0601,0.0601,LACTB,lactamase beta
0.41,0.201,-1.28,-5.872128,-0.229,0.229,LINC01356,long intergenic non-protein coding RNA 1356
0.41,0.202,-1.28,-6.057099,-0.0514,0.0514,PQLC3,PQ loop repeat containing 3
0.41,0.202,1.28,-6.057714,0.0563,0.0563,RNF38,ring finger protein 38
0.41,0.202,1.29,-5.49544,0.255,0.255,RPS6KL1,ribosomal protein S6 kinase like 1
0.41,0.202,-1.28,-6.057579,-0.0765,0.0765,SEPSECS,Sep (O-phosphoserine) tRNA:Sec (selenocysteine) tRNA synthase
0.41,0.201,-1.28,-6.056091,-0.0877,0.0877,STIL,SCL/TAL1 interrupting locus
0.41,0.202,-1.29,-5.49248,-0.208,0.208,TDRD5,tudor domain containing 5
0.41,0.202,1.28,-6.057256,0.0546,0.0546,UVRAG,UV radiation resistance associated
0.41,0.202,1.28,-6.058351,0.0907,0.0907,VSIG10,V-set and immunoglobulin domain containing 10
0.411,0.203,-1.28,-6.060733,-0.0827,0.0827,ADSS,adenylosuccinate synthase
0.411,0.203,1.28,-6.060764,0.142,0.142,CCDC144A,coiled-coil domain containing 144A
0.411,0.203,-1.29,-5.496053,-0.23,0.23,COL6A2,collagen type VI alpha 2 chain
0.411,0.202,1.28,-6.059951,0.0656,0.0656,EPS15L1,epidermal growth factor receptor pathway substrate 15 like 1
0.411,0.202,-1.28,-6.059134,-0.157,0.157,FAM167A-AS1,FAM167A antisense RNA 1
0.411,0.202,-1.28,-6.060552,-0.11,0.11,LOC101927809,uncharacterized LOC101927809
0.411,0.202,1.28,-6.060429,0.0881,0.0881,LOC389641,uncharacterized LOC389641
0.411,0.203,-1.28,-6.061275,-0.0778,0.0778,MARS,methionyl-tRNA synthetase
0.411,0.203,-1.29,-5.498773,-0.281,0.281,NEU2,neuraminidase 2
0.411,0.202,1.28,-6.059101,0.12,0.12,OR2A20P,olfactory receptor family 2 subfamily A member 20 pseudogene
