GENE_SYMBOL,Log_FoldChange,absLogFC,logCPM,PValue,FDR_adjusted_P.value
TSPAN4,-0.775,0.775,5.521,0.005226382,0.011186126
GPRC5C,-0.775,0.775,3.11,0.007895476,0.016040939
ID1,-0.775,0.775,5.681,0.009016315,0.018005363
USP35,-0.775,0.775,3.24,0.009039628,0.018045001
AP5S1,-0.775,0.775,4.005,0.016555459,0.030622056
CATSPERE,0.775,0.775,-0.423,0.018059853,0.033008451
SLC12A5-AS1,0.775,0.775,-2.016,0.225690438,0.298082455
LUZP6,-0.775,0.775,-2.448,0.507086562,0.587309797
FBXL4,-0.774,0.774,4.27,1.0165E-07,6.98143E-07
38230,-0.774,0.774,5.816,3.25228E-07,2.00729E-06
SLC12A8,0.774,0.774,3.14,9.87347E-07,5.50305E-06
CCDC84,0.774,0.774,1.82,3.24546E-05,0.000126787
BCAT2,-0.774,0.774,5.361,0.000474157,0.001357104
EPOP,-0.774,0.774,1.899,0.00053197,0.001504431
AGAP4,0.774,0.774,1.547,0.001314196,0.003332346
C7orf13,-0.774,0.774,1.263,0.002363655,0.005592141
EEFSEC,-0.774,0.774,3.052,0.00618575,0.012933944
LINC00184,0.774,0.774,-1.367,0.014620059,0.027450179
MYO16,0.774,0.774,-1.471,0.016238787,0.030115013
INTS5,-0.774,0.774,4.822,0.019877097,0.035826857
COL4A3,0.774,0.774,-1.421,0.241242886,0.315678371
SP3,-0.773,0.773,5.141,6.85902E-07,3.96134E-06
ZC3H7B,-0.773,0.773,6.658,2.04122E-06,1.05682E-05
IDH1,-0.773,0.773,7.051,2.79442E-05,0.000111027
WASH2P,-0.773,0.773,2.103,4.27727E-05,0.000162394
HMGXB3,-0.773,0.773,6.393,0.000211346,0.000667483
ITGB1,-0.773,0.773,10.204,0.000872447,0.002320277
SQOR,-0.773,0.773,8.311,0.001827566,0.004459291
CHADL,0.773,0.773,0.333,0.003753417,0.00837045
PLK1,-0.773,0.773,5.075,0.006009985,0.012622363
IFFO2,-0.773,0.773,5.86,0.00714111,0.014696827
PRR22,0.773,0.773,-0.951,0.012611638,0.024111282
HIST1H1E,-0.773,0.773,9.218,0.063853866,0.099941536
AFP,0.773,0.773,-0.535,0.262771099,0.33922422
TSPAN1,-0.772,0.772,6.337,4.34997E-06,2.09641E-05
CNNM4,0.772,0.772,3.816,1.30949E-05,5.63582E-05
MPZL1,-0.772,0.772,7.245,2.48421E-05,0.000100018
ACVR2B,-0.772,0.772,2.345,2.58829E-05,0.000103655
RBM17,-0.772,0.772,4.967,2.96315E-05,0.000117013
TRIM8,-0.772,0.772,4.962,0.000355893,0.001055288
WDR1,-0.772,0.772,9.237,0.000673468,0.001849056
PSMG1,-0.772,0.772,5.038,0.001377227,0.003471574
FMN1,0.772,0.772,0.635,0.002824686,0.006545137
MYPOP,-0.772,0.772,0.855,0.004237925,0.009321542
KLK6,-0.772,0.772,0.47,0.016827275,0.031051291
HRK,0.772,0.772,-2.624,0.404600045,0.486520976
NAV3,0.771,0.771,3.748,4.80084E-07,2.86168E-06
ATIC,-0.771,0.771,4.063,8.57225E-06,3.85641E-05
ZNF783,-0.771,0.771,3.074,1.23258E-05,5.34235E-05
PRPF4,-0.771,0.771,5.905,6.64707E-05,0.000239941
CREG1,-0.771,0.771,3.936,9.84193E-05,0.000339418
COQ7,-0.771,0.771,3.504,0.000114945,0.000389937
CITED2,0.771,0.771,3.852,0.000459564,0.001320985
EVPL,-0.771,0.771,4.852,0.002975518,0.00685272
STT3A-AS1,0.771,0.771,-1.025,0.011723261,0.022641847
FOCAD,-0.77,0.77,6.63,1.86678E-07,1.21507E-06
EXOC4,-0.77,0.77,6.285,4.89517E-07,2.91407E-06
SGCE,-0.77,0.77,3.231,7.47694E-05,0.00026583
ABR,0.77,0.77,1.03,0.000507027,0.001441349
MGAT1,-0.77,0.77,6.98,0.003647488,0.008165992
LOC100288123,0.77,0.77,0.688,0.004516304,0.009847787
GTF3C5,-0.77,0.77,5.967,0.005501621,0.011687977
ADGRB1,0.77,0.77,-1.775,0.279766851,0.357014024
MIR6804,0.77,0.77,-3.604,0.518228929,0.597708817
ARHGAP10,-0.769,0.769,4.39,2.19709E-06,1.12747E-05
ADAM10,-0.769,0.769,5.953,4.79881E-05,0.000179643
SAMM50,-0.769,0.769,6.076,0.000195722,0.000623792
KCNK1,-0.769,0.769,3.199,0.000198867,0.000632586
TMEM232,0.769,0.769,-0.791,0.003528791,0.007941606
TRIB1,0.769,0.769,4.781,0.005168847,0.011088128
CXCL1,-0.769,0.769,4.464,0.005647226,0.011954702
ENOX1,0.769,0.769,-0.397,0.005715099,0.012081447
VSIG1,0.769,0.769,0.777,0.006196899,0.012954865
TMSB4Y,0.769,0.769,-0.954,0.008614225,0.017316367
GULP1,0.769,0.769,1.001,0.010449046,0.020440568
PRICKLE2-AS3,0.769,0.769,-1.909,0.036241877,0.060794991
TMEM110-MUSTN1,0.769,0.769,0.605,0.05171202,0.083049417
PCDHGB8P,0.769,0.769,-1.75,0.055004995,0.087654294
PIK3CG,0.769,0.769,-2.795,0.237482952,0.311387921
ABHD3,0.768,0.768,3.572,2.14678E-05,8.7521E-05
SFXN3,-0.768,0.768,5.938,8.13923E-05,0.00028632
VPS51,-0.768,0.768,6.125,0.002377142,0.005618672
RCN2,-0.768,0.768,5.293,0.005094158,0.010948646
LOC105378828,0.768,0.768,-1.313,0.011988994,0.023086177
TMEM189-UBE2V1,-0.768,0.768,3.809,0.04942362,0.079798589
SATB2-AS1,0.768,0.768,-2.73,0.231175786,0.304297316
MEG8,0.767,0.767,2.301,2.78519E-06,1.40038E-05
CTBP2,-0.767,0.767,6.351,3.74769E-06,1.83464E-05
RETSAT,-0.767,0.767,6.304,1.28799E-05,5.55489E-05
C21orf33,-0.767,0.767,4.646,3.02383E-05,0.000119076
CYLD,0.767,0.767,5.299,3.10068E-05,0.000121806
AKAP9,0.767,0.767,4.486,0.000212524,0.000671017
DBNL,-0.767,0.767,7.306,0.003814901,0.008490843
SERPINB13,-0.767,0.767,3.096,0.004366949,0.009567247
GFI1B,0.767,0.767,-0.455,0.042135277,0.069563131
OAT,-0.766,0.766,7.626,3.33704E-07,2.05624E-06
FBXW8,-0.766,0.766,3.132,5.86652E-07,3.43277E-06
NFATC3,0.766,0.766,4.531,2.93178E-06,1.46563E-05
SCARNA13,0.766,0.766,6.61,4.65466E-05,0.000174992
LSM8,-0.766,0.766,3.828,0.000770328,0.002086665
UTP3,-0.766,0.766,3.688,0.00077713,0.002102155
SIAH2,-0.766,0.766,5.638,0.003103194,0.007104929
PPIAL4C,-0.766,0.766,-1.896,0.178620349,0.243821559
RNF216-IT1,0.766,0.766,-3.516,0.477496169,0.559069871
TDP1,-0.765,0.765,5.023,1.01658E-06,5.65345E-06
PHLDB2,-0.765,0.765,6.134,1.32901E-06,7.17089E-06
MSL2,-0.765,0.765,3.725,7.12749E-06,3.27408E-05
ZNF26,0.765,0.765,3.082,0.000188641,0.00060386
ECM1,-0.765,0.765,3.379,0.000210076,0.000664028
PPM1F,-0.765,0.765,5.179,0.000453761,0.001306654
USP22,-0.765,0.765,7.821,0.000487527,0.00139168
KBTBD7,-0.765,0.765,2.919,0.000560851,0.001575962
ICE1,-0.765,0.765,4.975,0.000661952,0.0018223
TGFB1I1,-0.765,0.765,4.736,0.005475571,0.011641369
FOXP4,-0.765,0.765,2.013,0.025365277,0.044517968
CTU1,-0.765,0.765,1.572,0.039744753,0.066011027
C1orf158,0.765,0.765,-1.251,0.058998414,0.093133533
ESRP1,-0.764,0.764,6.447,3.74663E-07,2.28808E-06
AXL,-0.764,0.764,6.445,9.0928E-05,0.000316619
LOC101929680,0.764,0.764,1.876,0.000385112,0.001133173
DNAJB9,-0.764,0.764,3.982,0.000654247,0.001806135
PIK3R2,-0.764,0.764,5.227,0.000763076,0.002068258
TEX264,-0.764,0.764,4.807,0.000788851,0.002129456
SPATA6L,0.764,0.764,0.913,0.000921631,0.002439339
ECE2,-0.764,0.764,3.775,0.003874152,0.00860412
LOC105375624,0.764,0.764,-0.064,0.005129222,0.011015645
C19orf67,0.764,0.764,-0.549,0.03216197,0.054716899
TSEN54,-0.763,0.763,3.74,4.24738E-06,2.05264E-05
UBL4A,-0.763,0.763,5.549,5.08673E-06,2.40995E-05
BCAT1,-0.763,0.763,4.872,9.00042E-06,4.02982E-05
DLG5,-0.763,0.763,5.1,0.000171763,0.000557871
EIF4E,-0.763,0.763,6.197,0.000995473,0.002610077
PTPRS,-0.763,0.763,3.272,0.002162237,0.005173974
SDC3,-0.763,0.763,4.303,0.005163519,0.011077748
DDX28,-0.763,0.763,3.912,0.011459847,0.022187964
SCN8A,0.763,0.763,0.386,0.043606465,0.07169413
MIR7845,-0.763,0.763,-1.717,0.137596944,0.194964868
LOC101929116,0.763,0.763,-3.513,0.554689121,0.63184628
SPDYC,-0.763,0.763,-3.27,0.579937765,0.655399406
ILF3,-0.762,0.762,7.337,1.5756E-07,1.03777E-06
INTS8,-0.762,0.762,5.322,4.58239E-07,2.74084E-06
WWP2,0.762,0.762,5.262,6.42462E-07,3.72756E-06
PRDM5,0.762,0.762,3.014,1.51266E-06,8.07143E-06
KIAA1161,-0.762,0.762,4.781,2.56123E-06,1.29903E-05
NRBF2,-0.762,0.762,4.396,5.06428E-06,2.40132E-05
DHRS3,-0.762,0.762,5.097,2.01514E-05,8.27652E-05
ATG16L1,-0.762,0.762,4.182,2.64224E-05,0.000105517
API5,-0.762,0.762,6.198,0.000115355,0.000391212
ALCAM,-0.762,0.762,6.836,0.0001809,0.000583119
SBNO1,-0.762,0.762,5.538,0.000214467,0.000676183
ZNF510,-0.762,0.762,2.729,0.000273104,0.000835168
ZNF607,-0.762,0.762,2.188,0.000377514,0.001112791
ITGA1,0.762,0.762,2.961,0.000490023,0.0013981
ZNF334,-0.762,0.762,1.044,0.002629228,0.006141554
SDF2L1,-0.762,0.762,4.092,0.004647077,0.010090198
DTNB,0.761,0.761,4.475,3.87149E-06,1.88872E-05
RFC1,-0.761,0.761,5,0.000309509,0.00093401
XRCC4,-0.761,0.761,2.683,0.000825465,0.002212365
CTGF,0.761,0.761,4.811,0.001420797,0.003564739
MIR1290,0.761,0.761,-3.041,0.23543873,0.309011628
MIR152,-0.761,0.761,-3.514,0.689478273,0.754863569
CTCF,-0.76,0.76,5.08,2.20782E-07,1.4175E-06
OMA1,0.76,0.76,4.082,1.21705E-06,6.64916E-06
EXOSC5,-0.76,0.76,3.122,0.000217234,0.000683888
CTDSP1,-0.76,0.76,5.616,0.002981599,0.006864132
ARHGAP1,-0.76,0.76,6.088,0.004578933,0.009962292
LINC01140,0.76,0.76,-0.556,0.020064322,0.036106853
POM121L9P,0.76,0.76,-1.404,0.029832607,0.051141935
PIK3C2G,0.76,0.76,-1.014,0.081680594,0.124063802
NEBL-AS1,-0.76,0.76,-2.609,0.128494404,0.184088261
LINC01486,0.76,0.76,-2.824,0.217943282,0.289419785
KLF5,-0.759,0.759,5.999,1.49754E-05,6.35578E-05
TAOK3,0.759,0.759,4.481,6.79061E-05,0.000244421
MYNN,-0.759,0.759,3.591,0.000373227,0.001102213
ACTR1A,-0.759,0.759,8.008,0.001382109,0.003481168
ZNF133,-0.759,0.759,4.299,0.001556356,0.003859538
PI4K2B,-0.759,0.759,4.455,0.003605182,0.008086046
SNORD114-20,0.759,0.759,-0.404,0.014397748,0.027068675
MED16,0.759,0.759,-2.676,0.43358585,0.515952356
FOXO3,-0.758,0.758,5.305,2.52647E-06,1.28226E-05
MRPS18B,-0.758,0.758,2.853,4.32952E-05,0.00016413
POLR2B,-0.758,0.758,6.834,5.04127E-05,0.000187689
SULF2,-0.758,0.758,6.238,5.6991E-05,0.000209596
ALDOC,-0.758,0.758,5.87,0.001041807,0.002714907
AP1M2,-0.758,0.758,6.785,0.001123976,0.002902984
ZCCHC9,-0.758,0.758,3.55,0.003017435,0.006938876
RUVBL2,-0.758,0.758,7.331,0.005961871,0.012534095
FAM221A,0.758,0.758,0.455,0.007723126,0.015743027
LRRC17,0.758,0.758,-0.995,0.01846935,0.033626657
MANEA-AS1,0.758,0.758,-0.856,0.019607831,0.035420447
DKK3,-0.757,0.757,7.731,4.78023E-06,2.27952E-05
PSMC4,-0.757,0.757,5.549,0.000163355,0.000533239
TALDO1,-0.757,0.757,7.595,0.000228242,0.000714669
ZFYVE19,-0.757,0.757,4.338,0.00025039,0.000774491
KIAA1551,0.757,0.757,3.696,0.000406162,0.001186786
ZNF35,-0.757,0.757,2.507,0.000459613,0.001320985
AP4M1,-0.757,0.757,4.365,0.001955952,0.004737919
CLDN7,-0.757,0.757,6.443,0.004918454,0.010611286
IRX1,-0.757,0.757,3.447,0.011428744,0.022137205
MED4,-0.756,0.756,3.863,1.80836E-05,7.50592E-05
PPP2R2D,-0.756,0.756,5.285,2.89984E-05,0.000114773
PAF1,-0.756,0.756,5.485,0.000502564,0.001430457
MICAL3,-0.756,0.756,5.475,0.000705638,0.001928964
HINT3,-0.756,0.756,3.208,0.000753569,0.002046164
FLVCR1-AS1,0.756,0.756,-0.215,0.007673168,0.015652461
HHIP,-0.756,0.756,1,0.007774906,0.015834329
ZYX,-0.756,0.756,7.3,0.013202884,0.025101437
SPOCK3,0.756,0.756,-0.615,0.017159511,0.031576902
KREMEN2,-0.756,0.756,1.212,0.031022389,0.052965111
CCR10,-0.756,0.756,-1.92,0.076097145,0.116472493
MCEMP1,0.756,0.756,-2.705,0.305834103,0.384665904
TRIM25,0.755,0.755,5.868,6.31563E-10,6.53818E-09
RBFOX2,-0.755,0.755,6.591,1.276E-06,6.92279E-06
ENOPH1,-0.755,0.755,5.258,6.89979E-05,0.000247957
PLEKHH1,0.755,0.755,1.552,0.000402766,0.001178535
APEX2,-0.755,0.755,4.722,0.001331906,0.0033731
PLXNA1,-0.755,0.755,7.212,0.001347923,0.003407188
PAK6,-0.755,0.755,3.452,0.001853245,0.00451147
INE1,0.755,0.755,0.24,0.003183962,0.00725996
PPP1R14A,-0.755,0.755,0.152,0.008185835,0.016550686
ANKRD36BP2,0.755,0.755,0.438,0.018231611,0.033268687
MYCT1,0.755,0.755,-2.588,0.135546769,0.192446782
MIR3911,-0.755,0.755,-3.248,0.62731836,0.698558979
ZNF529-AS1,0.754,0.754,1.054,1.58103E-05,6.66142E-05
TMEM60,-0.754,0.754,2.682,1.95966E-05,8.07351E-05
RNF146,-0.754,0.754,3.443,2.93092E-05,0.000115861
CPSF4,-0.754,0.754,4.319,0.000195951,0.000624331
LINC01451,0.754,0.754,0.015,0.000594161,0.001657839
OXLD1,-0.754,0.754,3.896,0.000842313,0.002250441
SH3BP5L,-0.754,0.754,5.302,0.002685862,0.00626351
RAPGEF3,-0.754,0.754,3.944,0.003555877,0.007989701
MLLT1,-0.754,0.754,4.587,0.003603735,0.008083602
PCSK5,0.754,0.754,3.092,0.004129484,0.009114885
NCDN,-0.754,0.754,4.136,0.004513429,0.009843412
KLHDC3,-0.754,0.754,5.991,0.018458442,0.033612201
ADAMTS19,0.754,0.754,-1.94,0.241160359,0.315588613
CHRDL1,0.754,0.754,-3.163,0.281242973,0.358534139
LHFPL1,0.754,0.754,-3.122,0.342686662,0.423007933
CDH9,0.754,0.754,-3.089,0.37246155,0.453411435
REPS1,-0.753,0.753,5.38,4.04209E-06,1.96391E-05
ZWINT,-0.753,0.753,4.492,3.65443E-05,0.000140968
MTDH,-0.753,0.753,6.594,0.000366961,0.00108484
ENDOD1,-0.753,0.753,5.775,0.000845532,0.002258241
MTA2,-0.753,0.753,7.631,0.001159983,0.002983396
SNX17,-0.753,0.753,6.899,0.001617574,0.00399473
SCN4B,-0.753,0.753,2.825,0.002489048,0.005851522
GTF2IRD1,-0.753,0.753,4.228,0.005797377,0.012235965
SLC5A1,0.753,0.753,-0.384,0.018501775,0.033677571
LINC01173,0.753,0.753,-3.249,0.503257952,0.583860678
CAMKK2,-0.752,0.752,4.881,8.09065E-06,3.66376E-05
FASTKD1,-0.752,0.752,4.239,0.0011521,0.002966153
CEP295,0.752,0.752,3.641,0.001906159,0.004627696
TNFRSF12A,-0.752,0.752,7.52,0.002216714,0.005282011
TCP11L2,-0.752,0.752,2.793,0.002914862,0.006724379
CHPF,-0.752,0.752,5.92,0.003959066,0.008773779
PSMA4,-0.752,0.752,6.201,0.004972614,0.010713847
ARHGEF1,-0.752,0.752,6.033,0.006516015,0.013545728
ACACA,-0.751,0.751,7.122,1.14985E-06,6.31092E-06
CRTC3,0.751,0.751,3.932,1.96635E-06,1.02202E-05
PDCL,-0.751,0.751,4.233,2.4194E-05,9.7599E-05
SLFN12,0.751,0.751,3.443,6.70285E-05,0.000241684
NUDT4,-0.751,0.751,5.331,0.000202292,0.000642382
RNF170,0.751,0.751,3.924,0.000451438,0.001301287
AASDH,-0.751,0.751,3.356,0.001353296,0.003418099
CPSF1,-0.751,0.751,5.349,0.001420318,0.003564327
VPS33B,-0.751,0.751,4.503,0.002420692,0.005711571
BLOC1S3,-0.751,0.751,2.316,0.003480074,0.00784506
LOC105274304,0.751,0.751,-0.937,0.018164114,0.033172245
LRMP,-0.751,0.751,1.265,0.033221372,0.056299364
S1PR1,-0.751,0.751,1.06,0.038654367,0.064388886
TNNI3K,0.751,0.751,-2.304,0.140303009,0.198315349
RCL1,-0.75,0.75,4.283,7.1862E-05,0.000257031
SHROOM4,-0.75,0.75,2.855,0.000868068,0.002309986
SASH1,-0.75,0.75,3.068,0.002604257,0.006091392
FABP3,0.75,0.75,-0.217,0.011605738,0.022435911
CDC42EP2,-0.75,0.75,4.895,0.042534976,0.07013611
LOC105372483,0.75,0.75,-2.517,0.183003308,0.249111053
LOC100507657,-0.75,0.75,-3.486,0.899446507,0.930843095
FADS1,-0.749,0.749,6.747,6.19154E-07,3.60618E-06
PNMA1,-0.749,0.749,4.102,0.000134239,0.000448156
SHCBP1,-0.749,0.749,3.907,0.000288594,0.000877205
NABP1,-0.749,0.749,5.599,0.000468203,0.00134227
COL12A1,-0.749,0.749,6.809,0.001381245,0.003479379
SSSCA1,-0.749,0.749,4.704,0.006179415,0.012924278
ATP23,-0.749,0.749,0.547,0.009755451,0.019281912
TTC25,0.749,0.749,-0.735,0.014565008,0.027353619
FAM174B,0.749,0.749,-0.573,0.017581804,0.032243061
KCNJ16,0.749,0.749,-2.257,0.111612129,0.162926232
LINC01399,0.749,0.749,-3.325,0.493843808,0.575088998
LOC102723655,-0.749,0.749,-3.355,0.582373987,0.657431008
HTR7,-0.748,0.748,3.365,3.46205E-05,0.000134348
SNHG19,0.748,0.748,2.105,9.43177E-05,0.000327165
CCDC157,0.748,0.748,1.286,9.53866E-05,0.000330418
RRAGA,-0.748,0.748,6.143,0.000325936,0.000977205
HAGHL,-0.748,0.748,2.994,0.000840674,0.002247871
GLMN,-0.748,0.748,2.755,0.002779361,0.006454307
CASTOR2,-0.748,0.748,1.64,0.002794024,0.006483704
PSG1,0.748,0.748,-0.734,0.041234052,0.068214469
SULT4A1,-0.748,0.748,-0.807,0.045689956,0.074642855
TYR,0.748,0.748,-3.093,0.312863387,0.392113571
MLKL,0.747,0.747,4.317,9.59543E-06,4.26002E-05
PPT1,-0.747,0.747,5.603,9.92678E-06,4.38906E-05
IPO7,-0.747,0.747,7.209,2.07774E-05,8.50586E-05
EP300,0.747,0.747,4.758,4.50423E-05,0.000169986
CA5B,0.747,0.747,2.37,0.000136211,0.000453992
LCK,0.747,0.747,0.975,0.00041064,0.001198788
LYPD6,-0.747,0.747,1.446,0.000756663,0.002053088
GLB1L2,-0.747,0.747,1.576,0.000874162,0.002324315
AGFG2,-0.747,0.747,2.96,0.001131125,0.002917458
SBDSP1,0.747,0.747,3.269,0.001211059,0.003101379
FJX1,-0.747,0.747,5.112,0.001860593,0.004527748
ALG12,-0.747,0.747,4.29,0.001877157,0.004563645
CASZ1,-0.747,0.747,3.718,0.00370262,0.008267749
LRRC40,-0.747,0.747,3.911,0.004021002,0.00889798
N4BP2,-0.747,0.747,2.788,0.005826541,0.012290648
EGFR,-0.747,0.747,7.932,0.018055081,0.033002392
TUBA4A,-0.747,0.747,9.017,0.026807217,0.046694116
LOC101927497,0.747,0.747,-1.916,0.042224432,0.069667581
LINC01801,-0.747,0.747,-0.975,0.056487899,0.089740588
LINC01422,0.747,0.747,-3.611,0.526212962,0.605529861
ARHGEF10,-0.746,0.746,4.034,9.51086E-08,6.55601E-07
RAP1GDS1,-0.746,0.746,6.887,1.41408E-07,9.42068E-07
PTPDC1,-0.746,0.746,2.891,2.48316E-06,1.26169E-05
MARVELD3,-0.746,0.746,3.394,4.38296E-06,2.10916E-05
TXNRD3,-0.746,0.746,3.969,4.72358E-06,2.25678E-05
CAPN7,-0.746,0.746,4.439,2.24412E-05,9.11124E-05
CDH26,0.746,0.746,0.811,0.00103721,0.002704275
KLHL4,-0.746,0.746,1.758,0.002023821,0.004880398
ZNF300,-0.746,0.746,2.354,0.003439534,0.00776991
TSKU,-0.746,0.746,5.036,0.00610067,0.012787922
PRR29,0.746,0.746,-1.31,0.024427456,0.043018684
LINC01711,0.746,0.746,-3.132,0.226127166,0.298554817
TTC19,-0.745,0.745,4.513,6.60109E-05,0.000238471
RIMKLB,-0.745,0.745,4.32,0.000188,0.000602232
MPV17L2,-0.745,0.745,3.885,0.000278067,0.000848626
ARHGEF5,-0.745,0.745,5.537,0.001884008,0.004578336
VILL,-0.745,0.745,3,0.003462421,0.007810035
MYO1C,-0.745,0.745,7.854,0.005481863,0.011651467
ZNF524,-0.745,0.745,3.055,0.007381825,0.015135848
YBX2,0.745,0.745,-1.111,0.042277963,0.069747862
NR2F1,0.745,0.745,-1.823,0.081926743,0.124378194
KDM5B,-0.744,0.744,7.204,7.59818E-06,3.4629E-05
SLC25A22,-0.744,0.744,3.743,0.001251042,0.003191144
DNMT3B,-0.744,0.744,1.841,0.00144645,0.00361908
LINC01670,-0.744,0.744,0.517,0.0035056,0.007894745
RPAP3,-0.744,0.744,3.318,0.006461548,0.013447311
CSTF3-AS1,0.744,0.744,-1.615,0.023688091,0.041840218
RET,-0.744,0.744,-0.651,0.134847137,0.191712658
FGFBP3,-0.744,0.744,-2.244,0.177736578,0.24280268
SCYL1,-0.743,0.743,5.822,0.000207138,0.000655785
GALNT6,-0.743,0.743,5.417,0.000228778,0.000715952
MRPL15,-0.743,0.743,5.275,0.000255226,0.000787618
CARM1,-0.743,0.743,5.752,0.00049616,0.001414578
CAPN14,-0.743,0.743,1.478,0.000973175,0.002558424
ZNF749,-0.743,0.743,2.805,0.001194214,0.003063435
PROCA1,0.743,0.743,-0.201,0.00665144,0.013794338
LOC101930094,0.743,0.743,-3.249,0.587716208,0.66198359
ACAD9,-0.742,0.742,5.308,3.79514E-06,1.85547E-05
POFUT1,-0.742,0.742,5.849,1.93392E-05,7.97897E-05
HNRNPD,-0.742,0.742,4.384,2.18819E-05,8.90331E-05
SLC37A2,-0.742,0.742,5.087,0.000205068,0.000650377
EPHA1,-0.742,0.742,5.248,0.000207179,0.000655787
PRPF4B,-0.742,0.742,4.844,0.000531242,0.001502644
PPP1R12C,-0.742,0.742,4.904,0.001220039,0.003121906
KAT5,-0.742,0.742,5.075,0.002898841,0.006691975
FLG-AS1,0.742,0.742,0.333,0.004308432,0.009451843
LOC102723566,0.742,0.742,0.05,0.018530361,0.033721476
OLFM2,0.742,0.742,-0.557,0.024150399,0.042587053
NBAT1,-0.742,0.742,-2.86,0.503484838,0.583974349
ASAP1,0.741,0.741,4.459,3.94798E-06,1.92189E-05
PDCD2,-0.741,0.741,5.591,2.62572E-05,0.000104931
FAXDC2,0.741,0.741,2.027,3.53214E-05,0.000136717
NME6,-0.741,0.741,4.134,0.000168179,0.000547565
UPRT,-0.741,0.741,3.09,0.000206305,0.000653844
CEP250,-0.741,0.741,4.303,0.000363513,0.001075328
SUN2,-0.741,0.741,5.453,0.002336359,0.005537973
C1GALT1C1,-0.741,0.741,3.159,0.002453133,0.005776082
URGCP,-0.741,0.741,5.529,0.005257237,0.011243668
CD58,-0.741,0.741,3.198,0.00535025,0.01141995
LIMD2,-0.741,0.741,3.007,0.006631368,0.013757751
ITM2A,-0.741,0.741,0.541,0.006810987,0.014086529
ZNF605,-0.741,0.741,2.184,0.007738283,0.015768247
LINC01465,0.741,0.741,1.467,0.017565806,0.032222471
BICRA,0.741,0.741,0.851,0.022941457,0.04070873
NHLRC4,0.741,0.741,-2.206,0.048441689,0.07838639
HMGB1P51,-0.741,0.741,-3.072,0.265968485,0.342493016
ANKRD20A1,0.741,0.741,-2.754,0.33438909,0.414300803
KLHL29,-0.74,0.74,3.011,1.50547E-05,6.38463E-05
PKP2,-0.74,0.74,5.67,1.72507E-05,7.19738E-05
PLCG1,-0.74,0.74,5.872,2.20886E-05,8.97933E-05
LMBRD1,-0.74,0.74,4.117,0.000208316,0.000659017
ZSWIM1,-0.74,0.74,2.828,0.000374238,0.001104335
GGH,-0.74,0.74,4.034,0.001662092,0.0040904
THUMPD3,-0.74,0.74,4.523,0.001739008,0.004260711
ATAD3A,-0.74,0.74,5.594,0.003837869,0.008535048
GAS8,-0.74,0.74,0.748,0.05590501,0.08893836
IQCG,0.739,0.739,2.346,0.001159256,0.002982203
RAE1,-0.739,0.739,5.41,0.001397679,0.003516865
KCNAB2,0.739,0.739,0.527,0.007118716,0.014657398
ARAP1,-0.739,0.739,6.045,0.007503345,0.015359988
RTL8A,-0.739,0.739,2.565,0.013066544,0.024862874
SASS6,-0.739,0.739,1.594,0.014318355,0.026945712
LINC02321,0.739,0.739,-2.668,0.18047882,0.246044283
SAMD12-AS1,0.739,0.739,-3.087,0.34771488,0.428094888
GIT2,-0.738,0.738,4.788,7.02731E-08,4.96802E-07
IRX2,-0.738,0.738,4.062,1.88561E-06,9.8367E-06
ANO6,-0.738,0.738,6.511,2.82584E-05,0.000112138
GCC1,-0.738,0.738,4.632,4.97099E-05,0.000185407
HIST2H2BC,0.738,0.738,-0.06,0.002918236,0.006731259
OGDH,-0.738,0.738,6.799,0.003769371,0.008401892
C15orf62,-0.738,0.738,0.026,0.005552799,0.011785649
CD276,-0.738,0.738,6.135,0.006603821,0.01370562
MIR942,0.738,0.738,-3.527,0.737638074,0.795290908
NAAA,0.737,0.737,3.475,1.44768E-05,6.16382E-05
EXOSC6,-0.737,0.737,4.756,1.75593E-05,7.31671E-05
BLOC1S5,-0.737,0.737,3.041,0.000938801,0.002478124
MBTPS2,-0.737,0.737,2.103,0.000973017,0.002558305
CXXC1,-0.737,0.737,4.847,0.006664714,0.013816807
ZNF580,-0.737,0.737,1.579,0.008214489,0.01659825
HIST1H4D,-0.737,0.737,7.42,0.018546243,0.033747666
PRDM4,-0.736,0.736,4.66,4.34128E-07,2.6118E-06
EAPP,-0.736,0.736,3.726,6.53031E-05,0.000236248
KAT6B,0.736,0.736,2.125,6.71002E-05,0.000241905
CTNNBL1,-0.736,0.736,5.176,7.20262E-05,0.000257513
PEX14,-0.736,0.736,4.201,0.000160245,0.000524071
MAOA,-0.736,0.736,6.7,0.00024163,0.000751188
CORO1B,-0.736,0.736,6.679,0.004363888,0.009562391
CCDC94,-0.736,0.736,4.105,0.025723181,0.045065804
C10orf99,0.736,0.736,0.665,0.133710847,0.190411443
GLIS1,0.736,0.736,-3.189,0.282868113,0.360240955
TRIP12,-0.735,0.735,7.637,3.89962E-06,1.90121E-05
RNF168,-0.735,0.735,4.513,4.40316E-06,2.11709E-05
ZNF83,0.735,0.735,3.34,6.0309E-06,2.81024E-05
THOC2,-0.735,0.735,4.293,9.06448E-05,0.000315876
TIMP3,-0.735,0.735,7.102,0.000157835,0.000517533
FDPS,-0.735,0.735,8.953,0.000160284,0.000524122
C6orf120,-0.735,0.735,3.644,0.000378964,0.001116679
