GENE_SYMBOL,Log_FoldChange,adjLogFoldChange,logCPM,PValue,FDR_adjusted_P.value
RBP5,-0.237,0.237,-1.375,0.447430316,0.7733342
LOC102724334,-0.237,0.237,5.264,0.47270896,0.790576643
RIMS4,0.237,0.237,-2.804,0.70881981,0.917257792
RXFP1,0.237,0.237,-2.874,0.71793389,0.921369229
IL36B,-0.237,0.237,-3.62,0.89151303,0.982827749
BLCAP,-0.236,0.236,6.415,0.021390779,0.130727965
H3F3B,0.236,0.236,8.637,0.033568852,0.178490198
ZNF2,-0.236,0.236,2.695,0.036465729,0.189538976
ARHGEF9,-0.236,0.236,3.503,0.03670369,0.190240895
RPL3,-0.236,0.236,10.607,0.041634605,0.205490501
ZNF585A,0.236,0.236,2.636,0.046517577,0.221382162
EIF4G3,-0.236,0.236,5.084,0.049625038,0.230673972
ITM2C,-0.236,0.236,4.014,0.051928023,0.237949885
SQLE,-0.236,0.236,7.475,0.052778388,0.240902383
CHST7,-0.236,0.236,1.909,0.080315443,0.315119669
FARSB,-0.236,0.236,5.681,0.106424552,0.372905588
SELENOT,0.236,0.236,6.381,0.115993749,0.391313764
MBNL2,-0.236,0.236,3.835,0.134066508,0.424136638
RANBP2,-0.236,0.236,6.616,0.135876408,0.427009949
MAPK10,-0.236,0.236,1.609,0.155388659,0.459403653
UCN2,-0.236,0.236,1.401,0.156620457,0.460897584
KLHL13,-0.236,0.236,2.817,0.156582032,0.460897584
SMPDL3B,0.236,0.236,0.582,0.186741059,0.507393913
TRIM17,-0.236,0.236,0.643,0.196042524,0.520945271
STK33,0.236,0.236,1.517,0.201106939,0.527585103
PIDD1,-0.236,0.236,2.19,0.214884875,0.545797901
TRMT10A,-0.236,0.236,2.608,0.234812851,0.571990391
GSTM4,-0.236,0.236,2.209,0.238247715,0.576678814
CCDC40,-0.236,0.236,0.679,0.267784016,0.611909031
ITM2A,-0.236,0.236,0.57,0.283228112,0.628159607
CREBBP,-0.236,0.236,4.31,0.287393864,0.632437314
PAQR6,0.236,0.236,-1.105,0.378521391,0.719135612
RORC,0.236,0.236,-1.654,0.513726513,0.818101855
DKFZP434K028,0.236,0.236,-3.661,0.717880329,0.921353718
TISP43,-0.236,0.236,-2.968,0.788079207,0.9499799
LRP1B,-0.236,0.236,-2.1,0.880569667,0.978924844
HOMER2,-0.235,0.235,5.817,0.015235794,0.102845084
IMP3,-0.235,0.235,5.861,0.069039162,0.286085616
CRLF3,0.235,0.235,4.115,0.070482086,0.289740849
BHLHE40,0.235,0.235,7.428,0.073128141,0.296836294
TBCEL,-0.235,0.235,3.702,0.079853654,0.313695653
UBQLN4,-0.235,0.235,5.298,0.084682043,0.324570668
NOL3,-0.235,0.235,3.985,0.088543645,0.332937893
GATAD2A,-0.235,0.235,6.071,0.090770761,0.338180005
LOC283922,0.235,0.235,2.22,0.092387949,0.341649579
SPIN2B,-0.235,0.235,1.201,0.110340348,0.380617201
LINC01572,0.235,0.235,1.313,0.116980074,0.392896081
DDX50,-0.235,0.235,4.966,0.118408229,0.395554707
NDUFAF8,-0.235,0.235,3.942,0.118909493,0.396632791
TPCN1,-0.235,0.235,4.085,0.146573107,0.444279107
NUDT14,-0.235,0.235,3.734,0.159537819,0.466004785
PLCXD1,0.235,0.235,3.593,0.216227586,0.547594142
INTS6-AS1,0.235,0.235,0.687,0.222962639,0.55629086
LAMA5,-0.235,0.235,5.872,0.244361989,0.584534618
LOC107984156,-0.235,0.235,1.526,0.258529224,0.601889196
TBX19,0.235,0.235,-0.55,0.294487911,0.639419
HORMAD1,-0.235,0.235,-0.533,0.30041652,0.644744759
KCTD4,0.235,0.235,-1.7,0.40715652,0.742775778
N4BP2L2-IT2,0.235,0.235,-0.368,0.485366841,0.799518232
C2orf72,0.235,0.235,-1.582,0.507377095,0.813864598
LOC101927620,-0.235,0.235,-1.98,0.522617901,0.824219557
IZUMO2,0.235,0.235,-2.413,0.575638345,0.855200016
NAT16,0.235,0.235,-2.669,0.619137552,0.876409619
ZFX-AS1,0.235,0.235,-3.226,0.64486348,0.890856528
GABRG3,0.235,0.235,-1.886,0.650865107,0.893576933
KIRREL2,0.235,0.235,-3.311,0.682473608,0.906933517
CLDN10,-0.235,0.235,-2.638,0.683998897,0.90722046
C1QTNF7,0.235,0.235,-3.309,0.688922464,0.909191025
MIR365B,0.235,0.235,-3.145,0.730765854,0.92733711
FAM153A,0.235,0.235,-2.718,0.738132978,0.930601036
PHACTR2-AS1,0.235,0.235,-3.478,0.783642753,0.948869437
C9orf3,0.234,0.234,4.725,0.015903615,0.105936673
DCUN1D4,-0.234,0.234,4.495,0.016670156,0.109499561
NBPF9,-0.234,0.234,5.397,0.01969513,0.123546057
SYNJ2BP,0.234,0.234,4.568,0.048169313,0.226424312
ZNF337,-0.234,0.234,3.905,0.075124783,0.301814768
MBD3,-0.234,0.234,5.901,0.075092626,0.301814768
ZNF175,0.234,0.234,2.476,0.087746445,0.331342389
PARP11,-0.234,0.234,2.093,0.09784922,0.353971926
SAV1,0.234,0.234,4.178,0.104579698,0.36870941
YDJC,-0.234,0.234,4.668,0.135741253,0.426965307
C15orf61,-0.234,0.234,1.918,0.141884518,0.435938437
TMEM120B,-0.234,0.234,4.417,0.142969603,0.437815313
CDC45,0.234,0.234,4.216,0.15071725,0.451073907
ICA1L,-0.234,0.234,1.359,0.166374974,0.476375781
BOD1L1,-0.234,0.234,4.417,0.179218296,0.495560671
BTBD2,-0.234,0.234,5.92,0.198657942,0.524567478
SRM,-0.234,0.234,5.362,0.235512283,0.57285726
HERC2P2,-0.234,0.234,3.7,0.312080541,0.656628624
RPL13AP5,-0.234,0.234,0.071,0.368717615,0.712018586
CYP1A1,-0.234,0.234,2.381,0.393305353,0.732540429
MGC12916,-0.234,0.234,-0.585,0.448802453,0.77444046
TUBB4A,0.234,0.234,-2.695,0.726704009,0.926461072
GOLGA3,-0.234,0.234,1.586,0.777864178,0.947120458
ZSCAN5B,0.234,0.234,-3.452,0.807232795,0.956923659
MIR125B1,0.234,0.234,-3.476,0.91215738,0.990176132
MIR3909,-0.234,0.234,-3.864,1,1
NDRG3,-0.233,0.233,5.551,0.010913023,0.080959332
ZDHHC13,0.233,0.233,4.513,0.025565955,0.147594713
KDM1B,-0.233,0.233,4.273,0.034595818,0.18263928
XRRA1,-0.233,0.233,3.295,0.036418079,0.189379125
EPHA1,0.233,0.233,5.447,0.038382678,0.19574637
SMYD3,-0.233,0.233,4.179,0.038591791,0.196297259
AGPAT3,0.233,0.233,5.206,0.045217016,0.217326504
LOC730102,-0.233,0.233,2.389,0.048827641,0.228311116
C1RL,0.233,0.233,3.815,0.06157356,0.265964737
CA12,-0.233,0.233,6.955,0.061953245,0.266911028
LANCL1,-0.233,0.233,5.6,0.065937977,0.277875148
MED30,0.233,0.233,2.722,0.075250823,0.301968395
CHST11,0.233,0.233,5.081,0.079741259,0.313309529
35854,-0.233,0.233,4.511,0.095951357,0.350527776
ME2,0.233,0.233,5.523,0.108748245,0.377239577
CASP2,-0.233,0.233,4.01,0.109693474,0.37909778
COL7A1,-0.233,0.233,8.159,0.109782635,0.37926578
AMOTL2,0.233,0.233,5.844,0.115858915,0.391129581
ENY2,0.233,0.233,4.662,0.128865627,0.415252381
SLC27A3,0.233,0.233,1.95,0.154427413,0.458074509
WDR37,-0.233,0.233,4.63,0.177189803,0.49328001
DICER1-AS1,0.233,0.233,0.8,0.182380526,0.50075187
LOC101929897,-0.233,0.233,-0.125,0.200771783,0.527141609
IFT140,-0.233,0.233,3.572,0.21772148,0.549337471
CATSPER2,-0.233,0.233,0.961,0.251841112,0.594099745
RCN3,-0.233,0.233,0.345,0.266009347,0.609805785
BBOX1-AS1,0.233,0.233,-0.084,0.283745,0.628919074
GPR146,0.233,0.233,-1.48,0.430854473,0.762094932
FLJ13224,0.233,0.233,-1.756,0.441625706,0.769326826
GPNMB,-0.233,0.233,0.849,0.498768046,0.808027219
LOC101927911,-0.233,0.233,-2.382,0.557729952,0.845899703
DNAJB7,0.233,0.233,-2.222,0.561972878,0.848160433
CRYGS,-0.233,0.233,-1.568,0.570052148,0.851529306
LINC00926,0.233,0.233,-2.435,0.605339276,0.870568519
MEOX1,-0.233,0.233,-2.95,0.701132913,0.913804638
POTEF,0.233,0.233,-3.512,0.752994703,0.937287909
NRG3,0.233,0.233,-3.571,0.847288762,0.968533661
BRS3,-0.233,0.233,-3.744,1,1
UBE2E3,-0.232,0.232,5.19,0.012860327,0.090667139
LSM14B,-0.232,0.232,4.148,0.014178008,0.097391606
BPHL,-0.232,0.232,4.069,0.020555744,0.127519086
CIDECP,0.232,0.232,2.109,0.036013567,0.187957502
FOXN3-AS1,0.232,0.232,0.606,0.088525848,0.332937893
TRAPPC12,0.232,0.232,3.937,0.12257884,0.403420583
PHF3,-0.232,0.232,4.76,0.155822644,0.460044207
POLD2,-0.232,0.232,7.149,0.174607039,0.49001437
LINC01089,0.232,0.232,1.257,0.195395195,0.520343354
MLXIP,0.232,0.232,4.037,0.206462585,0.53393412
ZNF213,-0.232,0.232,2.544,0.207416105,0.534727722
BCAM,-0.232,0.232,3.983,0.219934454,0.552412211
MAP1LC3A,-0.232,0.232,3.399,0.222738915,0.556115397
CLIP2,-0.232,0.232,5.221,0.227603505,0.562363682
FBRSL1,-0.232,0.232,3.367,0.283804596,0.628919074
ADAMTS13,-0.232,0.232,-1.352,0.373729179,0.71568233
HIST1H2AG,-0.232,0.232,7.874,0.426035923,0.757878606
VN1R1,0.232,0.232,-2.206,0.534109793,0.832649056
ILDR2,0.232,0.232,-1.166,0.607546453,0.871469565
LINC01166,0.232,0.232,-3.508,0.713593583,0.919218293
TRIM31-AS1,0.232,0.232,-4,0.849958497,0.968911078
NOP10,0.231,0.231,6.972,0.015365061,0.103467633
TMEM25,-0.231,0.231,4.258,0.020709494,0.127976598
SLC38A1,-0.231,0.231,7.393,0.063588682,0.271658185
USMG5,0.231,0.231,6.271,0.085800809,0.327277638
IMPAD1,0.231,0.231,5.908,0.100573075,0.359916587
ZNF92,0.231,0.231,1.505,0.140110252,0.433758034
DGKE,0.231,0.231,2.491,0.141449405,0.435885496
RFX2,-0.231,0.231,2.534,0.170287728,0.482641221
SCAMP4,-0.231,0.231,4.164,0.19369981,0.518180014
LTBP4,-0.231,0.231,4.72,0.19920894,0.524961638
DHRS11,-0.231,0.231,1.174,0.204527163,0.531722753
SPHK2,-0.231,0.231,2.392,0.204957987,0.532095557
BICDL2,0.231,0.231,0.602,0.247127128,0.588590846
PLK3,0.231,0.231,5.345,0.269983786,0.6142286
SHROOM1,-0.231,0.231,1.939,0.276826942,0.621245633
CRCT1,0.231,0.231,1.79,0.288652154,0.633738141
LOC105378753,0.231,0.231,0.232,0.306415492,0.651325446
LOC100131655,0.231,0.231,-1.501,0.442472659,0.769604047
TMC8,0.231,0.231,0.658,0.448588359,0.774332055
SERHL,-0.231,0.231,-1.665,0.50746161,0.813864598
ARMC12,0.231,0.231,-2.083,0.525543151,0.826008345
LINC01714,0.231,0.231,-2.401,0.604915862,0.870293755
RPL23P8,-0.231,0.231,-3.507,0.930041235,0.995319634
CYTL1,-0.231,0.231,-3.723,1,1
TMEM246,-0.23,0.23,4.588,0.016382658,0.108090509
CENPBD1P1,-0.23,0.23,4.596,0.0208095,0.128269436
B4GALT5,0.23,0.23,5.565,0.03476761,0.183371903
ZBED4,-0.23,0.23,4.608,0.046403095,0.221211321
TBL1X,-0.23,0.23,2.976,0.046550553,0.221433546
COQ3,0.23,0.23,3.235,0.089651304,0.335738993
GAB1,-0.23,0.23,3.137,0.090182436,0.33707614
MAP4K5,-0.23,0.23,4.349,0.090940929,0.338452524
MINPP1,0.23,0.23,3.839,0.164542981,0.47385563
MYH9,-0.23,0.23,10.81,0.190369105,0.513670553
BAG5,-0.23,0.23,5.236,0.191844915,0.515950986
PRIM1,-0.23,0.23,3.221,0.207379965,0.534727722
DNAAF4,-0.23,0.23,0.802,0.25399175,0.596640237
PEX6,-0.23,0.23,4.386,0.266234844,0.609984225
RORA,-0.23,0.23,0.586,0.289468671,0.634577391
ZDHHC23,-0.23,0.23,0.47,0.297682722,0.642435237
PFN4,-0.23,0.23,-0.139,0.32306304,0.667737759
CYYR1-AS1,0.23,0.23,0.162,0.396954397,0.735374603
ZNF454,-0.23,0.23,-1.899,0.462983837,0.783931855
HNRNPA1P33,-0.23,0.23,2.112,0.466705843,0.786941193
ASCL5,0.23,0.23,-2.751,0.565583213,0.849332072
ZFP41,0.23,0.23,-2.139,0.747201911,0.934145975
MIR644A,0.23,0.23,-3.544,0.796563747,0.95219577
AP1B1P1,-0.23,0.23,-3.14,0.808631584,0.957147839
HBA1,-0.23,0.23,-3.424,0.996304059,1
SLC25A38,-0.229,0.229,4.806,0.018883434,0.11975321
PRKRA,-0.229,0.229,4.517,0.021120587,0.129616143
ZNF558,-0.229,0.229,3.435,0.060025254,0.26215904
SLC17A5,-0.229,0.229,3.615,0.081441758,0.317519947
LOC389641,0.229,0.229,1.41,0.113315259,0.386045098
FLYWCH1,-0.229,0.229,4.981,0.134636175,0.424729144
NME1-NME2,0.229,0.229,5.039,0.151442795,0.452373495
WBP4,0.229,0.229,2.978,0.184998743,0.504758915
ANKRD50,-0.229,0.229,4.713,0.185576454,0.505828296
NCKAP5L,-0.229,0.229,4.479,0.232700316,0.568949807
SLC19A1,-0.229,0.229,3.248,0.264415389,0.608448888
FLJ27354,0.229,0.229,-1.008,0.267791671,0.611909031
GRB14,0.229,0.229,0.588,0.293084214,0.637973931
CDKL1,0.229,0.229,0.925,0.30371219,0.649246179
ALOXE3,0.229,0.229,0.643,0.345385179,0.690304251
TGM5,0.229,0.229,-0.337,0.35928845,0.70359599
FAM49A,-0.229,0.229,1.538,0.431584191,0.762596693
DAAM2,0.229,0.229,-2.311,0.558913775,0.84634918
SNCAIP,0.229,0.229,-2.668,0.708688643,0.917257792
VRTN,0.229,0.229,-2.601,0.780971241,0.947996073
MIR6500,0.229,0.229,-3.733,0.878711258,0.97863016
EXOC6B,-0.228,0.228,5.878,0.011703254,0.085018896
RETREG2,-0.228,0.228,5.969,0.029865667,0.164775183
YKT6,-0.228,0.228,7.406,0.031510486,0.171066823
ALDH1B1,-0.228,0.228,5.819,0.035183652,0.184732881
FANCL,0.228,0.228,2.965,0.053362932,0.2426644
MTSS1,0.228,0.228,5.854,0.062816334,0.269655047
FAM185A,-0.228,0.228,1.705,0.078768503,0.311138386
MARVELD2,-0.228,0.228,3.363,0.13240354,0.421070465
HILPDA,-0.228,0.228,3.733,0.140334185,0.434256015
TMEM131,-0.228,0.228,4.557,0.143752959,0.439652435
ROM1,-0.228,0.228,0.474,0.153526099,0.456448378
ST6GALNAC4,-0.228,0.228,4.308,0.163403271,0.472101075
KIAA1024,-0.228,0.228,-0.182,0.173880144,0.488955367
MRPS18C,0.228,0.228,3.988,0.176234093,0.492017276
RHBDF1,-0.228,0.228,4.25,0.203208084,0.530030243
IPMK,-0.228,0.228,2.702,0.212728511,0.542815605
CTNNAL1,-0.228,0.228,5.988,0.235914771,0.573203417
ATL1,-0.228,0.228,1.015,0.239167073,0.57790352
FANCE,-0.228,0.228,4.02,0.255122077,0.598167688
LRFN3,-0.228,0.228,2.163,0.307071265,0.651631078
MZF1-AS1,-0.228,0.228,0.256,0.317720284,0.662924402
HCN3,-0.228,0.228,-0.891,0.328347503,0.673210642
PCDHGA6,-0.228,0.228,-0.308,0.343912199,0.688661394
LOC101927755,0.228,0.228,-1.396,0.460856968,0.782717444
SLC5A2,0.228,0.228,-1.647,0.495470632,0.805363837
PCBP2-OT1,-0.228,0.228,-1.709,0.531530044,0.830410541
PNPLA5,0.228,0.228,-2.787,0.652440125,0.893916206
LOC101928627,0.228,0.228,-2.594,0.67580287,0.904504203
CAPN8,0.228,0.228,-2.434,0.706574974,0.916417505
PAX1,0.228,0.228,-3.11,0.779349104,0.94729809
PCDHB8,0.228,0.228,-3.522,0.820908262,0.960775357
RAB6C-AS1,0.228,0.228,-3.603,0.838711569,0.965662805
CES2,-0.227,0.227,5.509,0.020694925,0.127953733
KCTD2,0.227,0.227,4.602,0.033173884,0.177025664
RPL26L1,0.227,0.227,4.689,0.049837065,0.231326869
LYSMD4,-0.227,0.227,2.621,0.070846022,0.290698999
RHOBTB2,-0.227,0.227,5.727,0.076148803,0.304286899
EGLN1,-0.227,0.227,4.75,0.087985936,0.331613931
ARFGEF1,-0.227,0.227,5.425,0.087997485,0.331613931
TTC7B,-0.227,0.227,4.044,0.09756196,0.353504967
UACA,-0.227,0.227,3.463,0.115841438,0.391129581
NEU3,-0.227,0.227,4.212,0.144864425,0.441446151
NFAT5,0.227,0.227,4.024,0.146834436,0.444719375
VIM,-0.227,0.227,10.193,0.1525508,0.454704955
ARHGAP1,-0.227,0.227,6.165,0.175502001,0.490844385
NCOA5,-0.227,0.227,4.659,0.201238862,0.527652279
GALNT4,0.227,0.227,3.472,0.208096751,0.535674312
CATSPERG,0.227,0.227,0.155,0.244551227,0.584664819
TIAF1,0.227,0.227,-0.324,0.272906937,0.61757846
ZDBF2,-0.227,0.227,1.929,0.280497381,0.625279662
KLRK1,0.227,0.227,-0.428,0.286902222,0.631844221
ZNF485,-0.227,0.227,1.078,0.291888561,0.637184896
SLC4A5,0.227,0.227,-0.373,0.314067454,0.658705483
EMILIN1,-0.227,0.227,0.208,0.349727543,0.69440175
RGMA,0.227,0.227,0.434,0.385886737,0.725927162
36769,0.227,0.227,0.982,0.389011558,0.728412995
WISP2,0.227,0.227,-2.048,0.492038104,0.803096612
ABCB5,0.227,0.227,-2.483,0.632999217,0.883328276
SCGB3A1,-0.227,0.227,-2.989,0.683641088,0.90722046
MIR1299,0.227,0.227,-3.042,0.763506729,0.941728874
ATP5I,0.226,0.226,6.601,0.029673806,0.164062621
DOCK9,-0.226,0.226,5.782,0.050673838,0.233940008
ZSCAN2,-0.226,0.226,2.3,0.054858661,0.24731524
ZNF256,-0.226,0.226,2.343,0.059693111,0.261453554
RSAD1,-0.226,0.226,3.812,0.064129164,0.273126796
SERGEF,-0.226,0.226,3.884,0.070981009,0.290860225
GTF2B,0.226,0.226,4.752,0.087488841,0.330763208
TMEM19,-0.226,0.226,4.191,0.089294721,0.334742191
IER5,0.226,0.226,6.216,0.091981191,0.34078755
XYLT2,-0.226,0.226,5.677,0.098028663,0.354408977
SLCO3A1,-0.226,0.226,3.162,0.099558143,0.357946081
ITGA6,-0.226,0.226,9.947,0.10700285,0.374216624
MIER1,0.226,0.226,4.751,0.112200562,0.383852876
MPND,-0.226,0.226,2.796,0.128779236,0.415214911
MIA,0.226,0.226,1.069,0.25253003,0.594905051
ATXN7L2,-0.226,0.226,1.594,0.28542708,0.630049021
FAM183A,0.226,0.226,-1.08,0.31363633,0.658413468
UBE2Q2P2,-0.226,0.226,0.099,0.313989586,0.658705483
CHML,-0.226,0.226,3.232,0.36003468,0.70412628
C16orf86,-0.226,0.226,-0.831,0.46326249,0.784140884
ADARB2,0.226,0.226,-2.254,0.60305449,0.86964333
NBEA,-0.226,0.226,-0.288,0.70420008,0.915652755
SLC22A17,-0.226,0.226,-0.76,0.758694384,0.939649364
SLC12A1,-0.226,0.226,-3.01,0.897828091,0.985145265
IARS,-0.225,0.225,8.187,0.024538513,0.143491202
XDH,0.225,0.225,6.143,0.033490413,0.178201081
AMZ2,-0.225,0.225,6.075,0.036698612,0.190240895
DDX6,-0.225,0.225,7.229,0.064010897,0.272832323
SLC24A1,-0.225,0.225,2.203,0.084244626,0.323620725
AIFM2,0.225,0.225,2.035,0.086892862,0.32935078
CHST14,-0.225,0.225,2.802,0.095304478,0.349116587
TMTC3,-0.225,0.225,5.849,0.095918717,0.350527776
LASP1,-0.225,0.225,7.95,0.102602667,0.364108345
RBBP9,-0.225,0.225,4.072,0.124507525,0.406601417
HNRNPUL2-BSCL2,-0.225,0.225,4.775,0.128658902,0.414947372
GATD1,-0.225,0.225,5.213,0.12999651,0.417383462
LRRC37A,-0.225,0.225,1.978,0.137733535,0.430029597
FYCO1,-0.225,0.225,4.197,0.146304037,0.44382687
NEIL1,-0.225,0.225,1.462,0.152931472,0.455167827
ZNF775,-0.225,0.225,2.024,0.181702578,0.499755202
ZNF136,0.225,0.225,1.711,0.194091807,0.5186799
GPAM,-0.225,0.225,4.209,0.231120759,0.56703581
PANO1,-0.225,0.225,-0.418,0.274917095,0.619838335
VAMP1,0.225,0.225,-0.299,0.318714441,0.663978242
HIST1H4B,-0.225,0.225,7.51,0.433730241,0.763548917
EBF4,0.225,0.225,-1.624,0.529621179,0.82890901
LOC101927189,-0.225,0.225,-1.159,0.563450276,0.848498366
RXRB,-0.225,0.225,-1.481,0.582732561,0.85964565
EVI2B,0.225,0.225,-2.376,0.586014305,0.86166125
PDE1A,-0.225,0.225,-1.584,0.588798291,0.86296568
LRRN3,-0.225,0.225,-1.395,0.592430417,0.864744573
CYP4F2,0.225,0.225,-2.811,0.710249503,0.917710272
TGFA-IT1,0.225,0.225,-3.54,0.807498182,0.956923659
OR2AG2,0.225,0.225,-3.598,0.917534156,0.991906753
TAF8,0.224,0.224,4.198,0.023786018,0.140758228
TNFRSF10D,-0.224,0.224,5.131,0.032655938,0.175356941
GPD2,0.224,0.224,5.929,0.046770112,0.222103044
LAS1L,-0.224,0.224,5.36,0.047977088,0.22595103
CCDC127,-0.224,0.224,4.339,0.062996383,0.270095748
IPO11,-0.224,0.224,5.212,0.080455832,0.315336329
RAB11FIP4,-0.224,0.224,4.178,0.087404381,0.330556404
VLDLR,0.224,0.224,4.448,0.116355043,0.391772336
C1RL-AS1,0.224,0.224,2.406,0.133353556,0.422731747
CPEB4,0.224,0.224,3.977,0.14072104,0.434907889
NCKIPSD,-0.224,0.224,4.031,0.156986921,0.461091623
TTLL3,0.224,0.224,2.152,0.159424663,0.465941177
C20orf27,-0.224,0.224,5.009,0.16051186,0.467764787
TBCD,-0.224,0.224,5.738,0.175745766,0.491278746
OSBPL8,-0.224,0.224,5.791,0.204616489,0.531768285
PHF12,-0.224,0.224,3.577,0.209220715,0.53738446
TNFAIP8L1,0.224,0.224,3.841,0.235634796,0.572878238
LOC440300,-0.224,0.224,2.331,0.239173755,0.57790352
CDT1,-0.224,0.224,3.874,0.259868116,0.603362269
ZNF770,-0.224,0.224,4.82,0.288047694,0.633193803
RRS1,-0.224,0.224,3.994,0.307435315,0.651877318
JMJD1C-AS1,0.224,0.224,-0.662,0.308615732,0.652694068
ZNF581,-0.224,0.224,4.873,0.309466571,0.653650505
NR2F2-AS1,0.224,0.224,-0.002,0.310244047,0.65439342
ERO1B,0.224,0.224,1.432,0.358430337,0.702720848
AURKC,0.224,0.224,-0.705,0.360363255,0.704334832
GDPD2,-0.224,0.224,-0.425,0.371534404,0.714359883
FAM131B,0.224,0.224,-0.185,0.384917249,0.724717456
CYP2E1,-0.224,0.224,-0.873,0.479796278,0.795542195
CCDC136,0.224,0.224,-0.968,0.488043253,0.80049646
NCF4,0.224,0.224,-3.11,0.624150924,0.878954851
TAS2R5,-0.224,0.224,-2.189,0.663006102,0.898309378
TGM3,-0.224,0.224,-1.59,0.673160257,0.902816657
CCL27,-0.224,0.224,-2.917,0.796468948,0.952182139
OSBP,-0.223,0.223,5.994,0.011344311,0.083246795
CCNI,-0.223,0.223,7.902,0.012193998,0.087299277
TP53BP1,-0.223,0.223,5.945,0.0141766,0.097391606
ZC3H14,-0.223,0.223,5.616,0.035811345,0.187233101
COX19,0.223,0.223,3.549,0.037200165,0.191874081
PSTPIP2,-0.223,0.223,4.687,0.040453779,0.201905346
TBC1D31,0.223,0.223,3.224,0.073933599,0.298896252
SARAF,-0.223,0.223,6.111,0.091426911,0.339302447
FERMT1,0.223,0.223,8.182,0.113446068,0.386151958
TRIM47,0.223,0.223,4.716,0.119808883,0.398019602
LYPD6,-0.223,0.223,1.491,0.156182605,0.460491372
NIPBL,-0.223,0.223,4.292,0.161693222,0.469667223
WDR54,-0.223,0.223,5.315,0.162166696,0.470427417
SLC39A6,-0.223,0.223,6.154,0.173351585,0.488250074
PLXNA3,-0.223,0.223,4.337,0.200684057,0.527098171
CYP26B1,0.223,0.223,1.457,0.201308327,0.527660724
TWIST1,-0.223,0.223,1.495,0.203610472,0.530643669
SGO2,0.223,0.223,2.491,0.206829549,0.534026266
KYAT1,-0.223,0.223,3.684,0.208197607,0.535860583
ATP13A3,-0.223,0.223,6.603,0.23142405,0.56732347
SHISA4,-0.223,0.223,1.66,0.254653347,0.597625619
TRAPPC6A,-0.223,0.223,2.141,0.297967216,0.642592147
ZNF284,-0.223,0.223,1.646,0.315385345,0.660160692
ADAMTS9-AS2,0.223,0.223,-1.733,0.502247563,0.810789292
SEC16B,-0.223,0.223,-0.558,0.531965464,0.83088046
YJEFN3,0.223,0.223,-2.37,0.586552652,0.862018204
PACRG,0.223,0.223,-2.001,0.5869288,0.862228759
LOC101927040,0.223,0.223,-2.223,0.632569012,0.883314131
GPC5,0.223,0.223,-3.094,0.705256216,0.915940796
HSFY1,0.223,0.223,-3.678,0.833069957,0.964391599
KDM5B,-0.222,0.222,7.272,0.024314612,0.142653457
SEPHS1,-0.222,0.222,5.447,0.025905107,0.149011383
MIPEP,-0.222,0.222,4.883,0.028119541,0.15770654
GABPB1,0.222,0.222,4.786,0.041628508,0.205490501
TMEM55A,-0.222,0.222,2.595,0.042988983,0.210213573
UBE4A,-0.222,0.222,5.757,0.049008363,0.229011525
RGS19,-0.222,0.222,3.531,0.061456323,0.265716665
CKLF,0.222,0.222,2.794,0.061627462,0.266094087
ZNF555,-0.222,0.222,2.931,0.076015215,0.304034998
DCLRE1B,-0.222,0.222,3.416,0.083636835,0.322232448
BARX2,0.222,0.222,3.374,0.102164869,0.363548738
AP4M1,-0.222,0.222,4.436,0.114602723,0.388271998
ZFP1,-0.222,0.222,2.848,0.116161679,0.391523547
FAM3A,-0.222,0.222,4.593,0.128572028,0.414787628
PSPH,-0.222,0.222,4.082,0.135297195,0.426249531
ARMC1,-0.222,0.222,4.841,0.148464689,0.447055245
PIF1,0.222,0.222,2.372,0.169859197,0.481710992
SND1,-0.222,0.222,8.823,0.174842669,0.490081549
PUSL1,-0.222,0.222,4.28,0.193446494,0.518099476
PPP1R10,-0.222,0.222,2.572,0.196043325,0.520945271
RLF,-0.222,0.222,4.596,0.198337855,0.524048455
PITX1,-0.222,0.222,5.563,0.217974219,0.549511721
ZNF782,0.222,0.222,0.717,0.229745967,0.565277358
CHRNA5,0.222,0.222,2.066,0.317153425,0.662052559
HIST3H2BB,0.222,0.222,5.036,0.432766402,0.763025479
HIST2H2AA4,0.222,0.222,8.044,0.512429822,0.817319679
SNORA18,0.222,0.222,-1.763,0.593980084,0.865461779
PPAN-P2RY11,-0.222,0.222,-0.525,0.646039716,0.891248357
LINC02016,0.222,0.222,-2.86,0.657853971,0.895294705
HMGCLL1,0.222,0.222,-3.326,0.668602766,0.900889945
LOC100506082,0.222,0.222,-3.455,0.671297032,0.901685546
LOC339874,0.222,0.222,-2.916,0.708425766,0.917257792
SNORD116-21,0.222,0.222,-3.656,0.726660539,0.926461072
MTRNR2L8,0.222,0.222,-2.643,0.741034584,0.931271328
MIR3159,-0.222,0.222,-3.784,0.955358251,1
PDXDC1,-0.221,0.221,5.297,0.013908985,0.096078387
UBA6-AS1,-0.221,0.221,3.457,0.063163997,0.270408086
LPGAT1,-0.221,0.221,5.426,0.100533003,0.359916587
TNFRSF19,0.221,0.221,1.766,0.112601849,0.384365407
XPC,-0.221,0.221,4.838,0.113488112,0.3862038
FAM98A,-0.221,0.221,5.019,0.1337252,0.423360824
PSKH1,-0.221,0.221,4.097,0.156852013,0.461030361
USE1,-0.221,0.221,3.208,0.169460884,0.481157148
